ID,ROCK NAME,TIO2(WT%),AL2O3(WT%),Y(PPM),ZR(PPM),AU(PPB),NB(PPM),LA(PPM),CE(PPM),SM(PPM),YB(PPM),TH(PPM)
1222,ANDESITE,1.04,14.79,27.8,50.4,,1.5,,9.8,2.42,2.15,0.2
1223,BASALT,1.04,14.79,21.2,34.4,,0.55,2.71,7.66,2.5,2.76,0.22
1225,ANDESITE,1.5,15.73,38,153,,5.01,13,30,5.61,3.6,2.97
1226,ANDESITE,1.5,15.68,38,152,5,4.81,13,29,5.59,3.66,3.04
1227,BASALT,1.021645977,18.10633602,22.86643814,81.59630555,,3.006699918,10.20367639,21.33275244,3.761447737,2.170887048,2.155219367
1228,ANDESITE,1.36,15.9,30,112,,3.7,10,22,4.3,2.87,2.39
1229,ANDESITE,1.29,18.3,37.31,163.65,,10.48,29.59,53.47,7.79,4.28,4.91
1230,ANDESITE,1.45,15.85,38,148,14,4.89,13,29,5.45,3.62,3.06
1231,ANDESITE,1.44,15.8,39,149,,4.87,13,30,5.54,3.63,3.06
1232,ANDESITE,0.81,17.63,21,109,,5,10.3,23,3.57,2.35,2.66
1233,BASALT,0.83,17.64,19,81,,3.5,5.7,14.2,3.07,2.98,1.063
1235,ANDESITE,0.68,15.51,19.24,82.22,6,1.73,,23.27,3.5,2.15,2.74
1236,ANDESITE,0.8,18.68,21.82,62,,2.3,7.68,17,,2.16,2.04
1237,ANDESITE,0.82,18.52,27,55,,1.9,3,9.1,3,2.4,0.1
1238,ANDESITE,0.997,18.26,24.76,109,,3.45,11.11,23.73,4.06,2.43,2.65
1240,ANDESITE,0.996735538,18.25642915,24.76274764,109,,3.44797971,11.1073594,23.72546283,4.059465973,2.432652441,2.653399678
1242,ANDESITE,1.58,15.69,35,134,6,4.58,12,27,5.43,3.54,2.58
1243,ANDESITE,0.81,18.49,27,55,,2.2,3.1,8.7,2.6,2.5,0.1
1244,ANDESITE,0.78,17.4,26.7,82.9,,1.3,5.9,14.04,3.05,2.73,0.799
1245,ANDESITE,0.812,16.458,18.6,79.1,,2.14,7.96,19.19,2.97,1.73,1.174
1246,ANDESITE,1.37,15.83,30,112,,3.7,10,22,4.21,2.85,2.45
1247,ANDESITE,0.8,17.5,19.92,56.82,,1.28,4.71,12.64,2.76,2.58,0.72
1249,BASALT,1.444626663,14.47726256,38.50138269,110.4006751,12,2.116306467,,13.4339044,4.41331209,3.21463199,0.192423774
1250,ANDESITE,0.64,17.99,20.9,70,,2.3,5.08,11.26,1.62,1.07,0.89
1252,ANDESITE,1.34,14.6,39.6,74.5,1,0.62,4.13,12,3.72,4.03,0.384
1253,ANDESITE,0.800233821,17.67770936,23.56180089,82.53547852,,2.347576384,9.365955738,19.57671387,3.542876277,2.218230955,2.46310053
1254,ANDESITE,1.45,15.72,38,155,10,4.84,13,30,,3.73,3.05
1255,ANDESITE,0.88,21.53,32.9,76,,2.9,13.35,26.41,4.65,2.93,1.82
1256,ANDESITE,0.52,16.92,13.5,58,4,0.79,,7.56,1.7,1.34,0.65
1257,BASALT,0.8,17.46,19,91,,4,6.8,15,3.18,2.63,1.025
1258,ANDESITE,1.46,15.7,38,151,,4.99,14,30,5.67,3.78,3.11
1259,ANDESITE,0.71,17.7,20.46,64,,3.6,,17.07,,2.05,2.12
1260,ANDESITE,1.46,15.76,38,152,,4.72,13,30,,3.69,3.04
1262,ANDESITE,1.4,16.22,31,107,,3.29,10,23,4.54,3,1.9
1263,ANDESITE,0.65,18.85,18.5,64,9,2.2,6.73,15.81,,2.09,2.16
1265,ANDESITE,0.797746339,18.18765794,23.02238266,80.94901989,,2.290139144,9.144911244,19.04455917,3.473948211,2.210721697,2.891690765
1266,ANDESITE,1.25,14.8,35.8,64.7,,0.56,3.66,10.8,3.36,3.61,0.335
1269,ANDESITE,0.72,18.29,21.36,68,,2.72,4.43,10.81,2.36,2.23,0.64
1270,ANDESITE,0.95,18.63,25,121,,4.4,9.15,18.75,3.45,3.55,2.33
1272,ANDESITE,0.82,18.07,23.02,69,3,1.78,4.76,11.88,,2.54,0.64
1273,ANDESITE,0.87,16.49,29.8,96.3,14,1.86,11.41,23.98,4.11,2.94,1.376
1274,BASALT,0.792,15.88,29.3,63.8,,0.52,,7.88,,3.2,0.251
1276,ANDESITE,1.44,15.8,38,154,4,5.07,14,31,5.67,3.72,3.19
1277,ANDESITE,1.33,14.54,39.5,75.6,,0.631,4.25,12.1,3.69,3.92,0.394
1278,ANDESITE,0.77,16.15,16.1,75.8,,1.37,3.68,9.22,2.21,1.53,0.41
1279,ANDESITE,0.84,18.08,21.06,53.24,10,1.36,,18.54,3.54,2.52,1.4
1280,ANDESITE,0.82,17.27,20.4,54,2,1.7,4.82,11.7,2.29,2.24,1.37
1282,ANDESITE,0.978607421,19.1698432,25.73,75,,2.7,,16.42,,2.55,1.46
1283,ANDESITE,1.26,16.47,29,113,,3.92,11,24,4.46,2.96,2.44
1284,ANDESITE,0.72,18.1,24.8,38.4,2,1.3,1.3,7.5,2.01,2.1,0.2
1285,BASALT,0.72,18.1,24.7,30.2,10,0.58,2.6,7.75,,3.24,0.22
1286,ANDESITE,1.05,18.12,32.1,86.1,,2.65,,14.4,,3.23,0.91
1291,BASALT,0.554180755,15.51304951,10.84253967,56.5654024,,0.8190869,1.366220251,4.226584812,1.313194676,1.500929802,0.123441545
1292,ANDESITE,0.33,15.82,8.31,29.07,,0.6,1.82,3.8,0.96,0.96,0.18
1293,ANDESITE,0.58,19.07,15.3,54.3,6,0.8,,7.51,1.69,1.74,0.2
1294,ANDESITE,1.32,14.55,38.2,73.9,4,0.629,4.15,12.6,3.67,4.05,0.395
1295,ANDESITE,1.32,14.5,40.4,75,14,0.63,4.14,12.4,3.87,4.07,0.4
1296,ANDESITE,0.71,18.16,24.7,38.8,,1.1,1.9,4,1.98,2.07,1.4
1297,ANDESITE,0.82,16.444,18.2,79.3,,2.14,7.85,19.15,2.99,1.86,1.188
1298,ANDESITE,0.65,17.2,17.2,51.8,5,0.9,3.42,8.04,1.88,1.84,0.5
1299,ANDESITE,0.722,19.25,8.86,105,,4.78,10.02,20.99,3.19,1.82,1.02
1300,ANDESITE,0.77,17.12,22.1,87.5,10,2.93,,19.23,2.95,2.02,0.86
1301,DACITE,0.77,17.12,21,91,,2,6.86,15.8,2.74,1.88,0.53
1302,ANDESITE,0.71,18.16,24.6,37.7,,1.4,1.9,8.5,2.09,2.09,1.3
1303,ANDESITE,0.78,19.16,23.1,111,,4.4,13.36,27.06,3.53,2.39,4.92
1304,ANDESITE,0.71,18.11,25,37.6,,1.1,,7.9,1.79,1.86,0.1
1305,ANDESITE,0.7,18.3,21.56,60,13,1.73,4.41,11.08,2.39,2.27,0.64
1306,ANDESITE,0.82,16.73,21.25,50.41,,0.57,3.54,9.61,,2.44,0.78
1307,BASALT,1.16,17.4,33,110,,4.2,7.35,18.8,3.93,3.4,1.58
1308,ANDESITE,0.52,14.7,16.8,65,,4.71,8.98,19.14,,1.72,4.56
1313,ANDESITE,1.27,16.18,30,120,14,3.98,10,23,4.33,2.9,2.74
1315,ANDESITE,0.69,18.23,19.81,77.86,,2.304,9.661,22.31,3.172,2.266,2.556
1317,ANDESITE,0.71,18.2,24.6,37.7,,1.3,2,9.9,2.03,2.09,0.2
1318,ANDESITE,0.53,17.2,12.3,57,6,0.76,3.07,7.39,1.58,1.26,0.62
1319,BASALT,0.71,18.2,22,37,0,0.14,1.42,3.99,,1.87,0.18
1320,BASALT,0.71,18.2,22.8,29,,0.53,,7.61,2.73,3.18,0.19
1321,ANDESITE,0.88,18.15,22,133,7,2,11,24.4,3.73,2.44,2.62
1323,ANDESITE,0.721194614,15.54039998,15.33812513,79.9727261,,1.39846048,2.330873791,6.80241193,,1.626756126,0.238110554
1325,BASALT,0.705770714,15.44503923,18.0768287,66.38880802,,0.975682512,1.892967118,5.968183508,,2.547498494,0.105668011
1326,ANDESITE,0.78,17.21,23,110,,7,,81,6,2.2,14.9
1328,ANDESITE,0.82,17.99,27,83,,4.5,,46.9,5.2,2.45,5.5
1329,ANDESITE,0.706819097,14.62569876,15.46629221,78.91862987,,1.36538961,3.309334416,8.49862013,2.183493506,1.708431818,0.284928571
1331,ANDESITE,0.9,18.5,23,142,,2,,27.8,4.34,2.4,2.4
1332,ANDESITE,0.69,18.61,22.14,71,,2.8,,20.05,3.05,2.18,2.64
1333,BASALT,1.03,15.3,37,98,6,2,9.9,19.5,4.53,3.72,1.35
1335,ANDESITE,0.64,18.61,20.58,60,10,2.7,8.55,19.39,3.02,2.13,1.54
1336,ANDESITE,0.62,16.97,18.3,43.8,0,0.36,2.19,5.9,1.91,1.79,0.26
1340,ANDESITE,0.78,16.14,26,94,,4,10,25,3,2,1
1341,ANDESITE,0.89,17.2,30.1,116,,2.28,7.31,18.7,3.61,3.09,1.54
1343,ANDESITE,0.93,16.29,30,80,13,3,16,27,,4,1
1344,ANDESITE,0.87,17.31,24,105,5,6,37.8,68.1,5.4,2.16,11.7
1345,ANDESITE,0.72,18.34,24.9,38.3,,1.6,2.7,6.2,,2.01,0.4
1347,ANDESITE,0.85,18.18,28,57,12,1.8,3.1,8.6,3,2.7,0.1
1348,ANDESITE,0.45,18.55,13.1,41,9,0.7,2.64,5.97,,1.42,0.2
1349,ANDESITE,0.71,18.38,25.1,38.3,9,1.2,2.8,6.3,2.21,2.24,0.2
1350,ANDESITE,0.71,18.18,24.5,38,4,1.5,5.4,9.1,,2.04,0.1
1352,ANDESITE,0.6,16.63,25.41,66.14,,1.05,5.34,13.79,,3.1,1.41
1353,ANDESITE,0.54,18.45,18.6,53.6,13,2.48,12,22.1,2.82,1.74,3.03
1354,BASALT,0.97,17.6,28,139,,4.43,11.3,25.6,3.84,2.86,2.78
1355,ANDESITE,0.69,18.04,21.15,72,,2.12,4.39,10.78,2.32,2.22,0.61
1356,ANDESITE,0.659,18.7,18.4,82.9,3,5.76,10.75,21.2,2.639,1.826,4.4
1357,ANDESITE,0.947874342,17.84027319,25.20170684,100.4288601,,3.207337675,9.378250723,20.5758668,3.884032898,2.501288054,1.928483178
1360,ANDESITE,0.58,16.85,26.1,85.3,,2.11,9.8,20.9,,2.28,2.97
1361,ANDESITE,1.4,15.7,40.1,158,,5.37,12.6,30,5.21,4.16,3.61
1363,ANDESITE,0.69,17.82,21.78,71,,2.08,,11.88,2.47,2.36,0.66
1364,ANDESITE,0.78,17.95,23.2,74,,1.75,4.85,11.99,2.63,2.6,0.73
1366,ANDESITE,0.796990499,18.27197047,25.88993008,78,,2.113094557,8.132552626,16.47839364,,2.415868157,1.475142119
1368,ANDESITE,0.79,17.79,20,103,,4.3,19,39,4.5,2.1,5.2
1369,ANDESITE,1.13,17.21,45.75,193.81,,11.4,37.15,61.99,8.59,4.61,5.07
1373,ANDESITE,0.74,18.26,26.1,92,,2.09,9.17,19.6,,2.8,1.27
1374,ANDESITE,0.67,18.53,18.84,75.79,,1.992,,18.53,2.737,2.122,1.961
1375,ANDESITE,0.72,18.58,23.7,76.7,2,1.66,4.56,11.9,,2.49,0.66
1376,ANDESITE,0.69,18,17.71,72,9,1.79,3.86,10.47,2.07,1.94,0.55
1377,ANDESITE,1.099684657,16.32956394,27.09,73,,2.45,8.04,17.83,,2.69,0.94
1378,ANDESITE,0.93860306,17.93096011,25.57948757,102.8807219,,3.262364327,9.504502188,20.86663462,,2.538829123,2.02598756
1379,ANDESITE,0.68,18.54,18.9,104.5,,2.72,9.08,20.18,2.86,1.86,2.5
1380,ANDESITE,1.27,14.7,40.2,78,,0.63,4.16,13.1,3.85,4.17,0.435
1381,ANDESITE,0.61,18.7,18,92,,2.6,11,23,2.8,2.1,4
1383,ANDESITE,0.919568168,16.81148853,28.27097982,124,13,3.699827891,12.62715346,26.7698111,4.560748391,2.685447661,3.395306381
1384,ANDESITE,1.45,15.74,42,164,,5.46,15,33,5.94,3.94,3.46
1385,ANDESITE,0.71,17.95,25.4,37.7,,1.5,,9.1,2.06,2.09,0.6
1386,ANDESITE,0.81,16.31,25,76,,3,26,20,3,2,1
1387,ANDESITE,0.5,18.24,24.1,49.3,,0.52,6.65,13.7,2.51,1.73,1.64
1389,ANDESITE,0.67,17.2,22.3,83.2,5,2.35,9.48,21.8,3,2.16,3.77
1391,ANDESITE,0.7,18,22.4,70,,1.81,4.31,10.81,2.37,2.39,0.57
1392,ANDESITE,0.73,18.17,25.4,84.2,13,1.84,4.77,12.5,,2.64,0.72
1394,ANDESITE,0.804797354,18.23396049,24.1079155,80.02342148,,2.168037218,,16.70911774,3.344475954,2.407955264,1.528064602
1395,ANDESITE,0.755,18.89,29.7,91,9,2.23,,21.4,,2.93,1.44
1396,ANDESITE,0.68,18.68,20,75,,3,,12.6,,2.14,0.9
1397,ANDESITE,0.69,17.4,24.6,37.8,,1.4,0.7,11.1,2,2.18,0.1
1398,ANDESITE,0.95,16.53,26,90,,2.5,11.24,21.4,3.39,3.09,3.37
1399,ANDESITE,0.5,18.19,25.3,49.2,,0.51,6.65,13.7,3.12,2.41,1.64
1400,ANDESITE,0.56,17.65,18.8,93.5,,2.61,9.43,21.2,2.63,2.03,2.04
1401,ANDESITE,0.54,16,16.1,47.4,,1.25,4.68,10.4,1.92,1.67,1.14
1403,ANDESITE,0.68,18.14,20.85,76,,2.9,8.78,19.35,,2.06,2.59
1404,ANDESITE,1.11,17.34,31,132,,4.36,12,26,4.71,3.17,2.8
1406,ANDESITE,0.83,17.13,25.04,75.69,,1.12,6.7,17.56,2.88,2.34,2.03
1408,ANDESITE,1.06,17.28,39,74.8,,6.74,23.7,29.7,6.16,3.59,4.07
1409,ANDESITE,1.23,14.8,41.2,81.6,4,0.68,4.32,12.7,,4.05,0.441
1410,ANDESITE,0.97,15.81,30.3,60.6,0,1.7,6.2,12.5,2.62,2.49,0.2
1411,ANDESITE,0.62,16.75,18.2,102,,3.22,15.3,32.6,,1.84,8.37
1412,BASALT,0.97,15.81,27,57,,0.42,2.79,7.58,2.37,2.51,0.439
1413,BASALT,0.97,15.81,25.9,49.8,,1.42,2.65,7.52,2.21,2.53,0.19
1414,ANDESITE,0.861767338,17.43933304,25.5852498,94.66893897,,2.784209404,9.68608572,20.82698922,3.912465586,2.468970721,2.434103189
1418,BASALT,0.706275224,14.75705485,18.26018273,67.2866601,,1.867145222,3.256249581,7.97120306,2.415869447,2.037848282,0.545225272
1419,BASALT,0.69,16.62,20.9,57.4,,0.68,2.99,8.08,2.07,2.04,0.288
1420,ANDESITE,0.79,17.26,19,92,6,4,8,17,3,2,2
1422,ANDESITE,1.03,18.62,33,120,8,4.9,,25,3.825,2.993,3.9
1423,ANDESITE,0.64,17.5,20.1,105,,3.4,15.8,33.2,,1.95,8.22
1424,ANDESITE,0.8,17.89,32,95.1,,2.66,6.76,17.56,,3.02,1.39
1428,ANDESITE,0.7,17.53,26.2,38.2,,1.3,,11.6,2.08,2.26,0.1
1429,BASALT,0.7,17.53,24,37,,0.17,,4.69,2.06,2.86,0.133
1430,BASALT,0.7,17.53,25.3,28.9,,0.46,2.48,7.34,,3.53,0.15
1432,ANDESITE,0.917,17.91,20.8,111,,7.5,16.78,36.27,4.16,2.12,4
1433,ANDESITE,0.944437134,16.84398061,29.32238644,130,,3.98493643,13.19854601,27.90133098,,2.898052346,3.575495037
1434,ANDESITE,1.4,16.3,34.5,127,6,8.03,17.66,36.66,6.2,3.16,3.1
1435,ANDESITE,0.6,17.06,17.21,78.24,,2.112,8.815,19.47,2.717,1.972,2.494
1436,ANDESITE,0.63,17.5,14.4,66.3,,1.99,,22.9,2.5,1.74,5.52
1437,ANDESITE,0.93,20.53,29.5,164,,10,29.52,61.61,7.21,3.09,11
1439,BASALT,0.79,16.96,22.3,106,,2.84,,29.1,4.26,2.31,1.98
1440,ANDESITE,1.01,17.71,33.28,111,,19.34,,65.08,,3.32,8.47
1443,ANDESITE,1.43,15.6,43,182,,5.73,15,34,,4.18,3.71
1444,ANDESITE,1.3,16.09,38.6,146,,6.6,15.02,34.57,5.31,3.67,2.59
1445,ANDESITE,0.56,16.05,21.7,88.1,,2.26,9.26,21,2.87,2.29,3.27
1446,BASALT,1.4,16.3,39.2,154,,5.46,,37.7,5.68,3.66,2.94
1449,ANDESITE,0.56,14.69,16.7,52.7,0,2.95,,9.7,1.67,1.85,0.67
1450,ANDESITE,0.945946783,17.0815808,28.11039947,126.5378061,,3.817712808,13.12667537,27.42037838,4.66202773,2.707930768,3.651256115
1451,ANDESITE,0.86,17.53,20,61,10,1.3,,14.1,2.61,2.06,1.14
1452,ANDESITE,1.18,17.06,33,209,0,7.3,,40.15,5.84,3.72,2.74
1453,BASALT,1.06,18.19,34,114,1,2.8,7.57,19.1,4.1,3.53,1.68
1455,ANDESITE,0.75,17.27,21,138,,1,12,24,,2.3,3.3
1457,ANDESITE,0.71,17.2,21.5,27.9,10,2.71,9.93,22.6,3.15,2.04,3.04
1458,ANDESITE,0.77,16.8,25.4,93.3,,2.13,9.22,20.8,3.3,2.49,4
1462,ANDESITE,1.01,16.77,23.92,141,,14.77,18.55,36.73,3.65,2.13,5.95
1463,ANDESITE,1.23,16.37,47,117,,3.7,19.24,31.38,7.14,5.64,4.15
1464,ANDESITE,0.66,17.58,21.09,77,,2.23,4.66,11.26,,2.33,0.71
1465,ANDESITE,0.74,17.82,23.49,79,,1.92,5.01,12.29,2.72,2.53,0.75
1468,ANDESITE,0.861228469,17.58002925,27.8527668,102,,3.281188686,,21.66785379,3.986898725,2.718252985,2.361746835
1469,ANDESITE,0.71,18.1,23.08,74,11,1.94,5.15,12.93,2.72,2.56,0.67
1471,ANDESITE,0.66,18.15,20.7,81.1,2,1.87,8.87,20.1,2.83,2.18,3.91
1472,ANDESITE,0.65,17.9,24.5,86.3,,2.14,9.53,21.4,3.07,2.43,4.14
1473,ANDESITE,0.69,18.23,26.2,77,,1.57,4.16,10.8,2.64,2.73,0.66
1474,ANDESITE,0.54,16.4,24,95,,0.41,3.6,7.7,,2.1,1.3
1475,ANDESITE,1.11,15.69,19,67,,1.85,7.06,15.89,3.01,2.23,1.63
1477,ANDESITE,0.77,15.02,25,147,10,7,21,45,5,2,5
1479,ANDESITE,0.68,17.61,20,117,,6,45.1,76.9,5.4,1.7,18.3
1480,ANDESITE,0.9,17.04,-1,136,,14.43,,31.93,,2.13,4.61
1481,ANDESITE,1.23,14.1,40.5,80.4,,2.2,5.1,11,3.55,2.99,0.8
1482,BASALT,1.23,14.1,37,75,,0.82,4.4,13,,3.95,0.563
1483,BASALT,1.23,14.1,32.3,55.7,3,0.83,,11.99,3.81,3.87,0.58
1488,ANDESITE,1.02,16.97,30.11,128,,15.06,24.07,47.23,5.31,3.11,7.97
1490,ANDESITE,0.71,16.8,29.1,103,,2.02,6.92,17.9,3.7,3.09,1.75
1491,ANDESITE,0.85,16.8,28.5,95.6,,1.99,7.41,18.4,,3.06,1.7
1492,ANDESITE,0.944103406,17.0992119,26.02180821,119,5,3.726895656,11.01986501,23.53969699,4.094996121,2.552940379,2.970952939
1493,ANDESITE,0.66,18.25,22,141,4,4,,24.4,3.67,2.5,3.63
1494,ANDESITE,0.58,15.22,19,99,12,3,14,27,4,2,1
1495,ANDESITE,0.79,17.1,20.3,76.9,,2.48,6.2,14.76,2.27,2.34,1.91
1497,ANDESITE,0.901885538,16.74984512,29.2047833,134.8523676,11,3.930118261,13.49287086,28.21674117,4.712427704,2.805789228,4.003664647
1498,DACITE,1.16,15.91,33,127,,4.12,11,25,,3.28,2.61
1499,ANDESITE,1.149,14.39,31.6,79.1,10,0.76,2.84,9.26,3.25,3.66,0.341
1500,ANDESITE,0.76,16.13,26,133,3,5,20,39,5,5,5
1501,ANDESITE,1.4,15.63,43,179,,6,,36,6.37,4.29,3.92
1502,ANDESITE,0.849915008,16.58834117,31.06096288,135.5469137,,4.245496425,12.63366987,26.28757597,,2.968255278,3.655260377
1503,ANDESITE,0.64,17.49,22.69,80,,1.96,4.82,11.97,,2.48,0.73
1504,ANDESITE,0.868645135,17.36282562,35.12218224,134,,4.079077625,13.98304204,28.42770648,5.246796738,3.278934099,3.339207635
1505,ANDESITE,0.81,17.39,24,76,,4.2,22.4,43.7,4.6,2.04,5.3
1506,ANDESITE,0.65,17.8,21.62,78,,1.89,,12.42,2.6,2.37,0.68
1507,ANDESITE,0.74,17.86,24.7,67.8,,1.61,,10.2,,2.57,0.49
1508,ANDESITE,0.75,17.85,24.3,68.5,2,1.64,4.34,11.3,2.75,2.61,0.66
1509,ANDESITE,0.65,17.79,21.67,78,,2.11,5.11,12.52,,2.43,0.72
1510,ANDESITE,0.854036483,17.3633895,27.72523928,105,,3.296782612,10.22818337,21.98365273,4.092597715,2.722021,2.402302903
1511,ANDESITE,0.72,16.91,23.6,66.6,,4.31,7.92,17.89,2.78,2.11,1.52
1512,ANDESITE,0.86,16.78,22.37,138,,13.06,19.24,35.41,4.15,2.05,4.95
1513,ANDESITE,0.67,17.74,22.29,79,8,1.99,,12.23,,2.41,0.69
1514,ANDESITE,0.64,17.59,22.44,79,,1.93,5.17,12.69,2.7,2.52,0.69
1515,ANDESITE,0.64,17.93,22.13,82,,3,9.59,20.99,3.09,2.29,2.59
1516,ANDESITE,0.67,17.93,21.61,78,11,1.96,4.96,12.29,2.62,2.43,0.69
1517,ANDESITE,0.64,17.49,22,82,,2.3,4.93,12,2.47,2.39,0.74
1518,ANDESITE,0.72,18.49,21.5,78.9,,1.66,,9.6,2.24,2.36,0.68
1520,BASALT,0.83,17.47,36,122,,3.7,10.83,24.3,4.99,3.72,2.33
1521,ANDESITE,0.412437542,15.55983328,8.66303079,67.13240931,,1.019622748,3.763473805,9.079903799,1.653540441,0.990500613,0.769528493
1522,ANDESITE,0.66,17.5,26.4,96.9,,2.28,12.9,25.7,3.94,2.56,4.39
1525,ANDESITE,0.930962873,16.87686775,30.23389767,140,,4.144851899,12.85584027,27.61053608,4.880233742,2.95766579,3.597619662
1526,ANDESITE,0.58,18.05,25.7,52.6,,0.83,4.5,9,2.18,2.35,0.43
1527,ANDESITE,0.71,18.34,21.6,83.1,,1.78,4.04,11.2,2.42,2.3,0.7
1528,ANDESITE,0.7,19.49,27.6,79.7,13,2.02,4.51,11.8,2.97,2.87,0.72
1529,ANDESITE,0.93606428,16.85927665,31.01986236,142,,4.189241954,13.07036241,28.02454472,4.919357812,2.976772072,3.627091344
1530,ANDESITE,1.09,15.49,38.32,104.63,,1.9,10.82,26.32,5.02,3.84,2.94
1531,ANDESITE,0.949983959,16.89087745,32.48055077,147.8852482,1,4.536233264,13.72429861,29.35216281,5.007796585,3.106595729,3.737341051
1532,ANDESITE,1.5,15.87,42,170,,5.67,15,34,6.51,4.24,3.48
1533,ANDESITE,0.53,18.33,20.93,76,,2.8,9.4,20.69,,2.2,2.14
1535,ANDESITE,0.52,19.39,15.5,52.4,,1.1,3.74,8.43,,1.63,0.6
1536,ANDESITE,0.63,17.52,21.89,80,,2.67,5.06,12.48,,2.44,0.69
1537,ANDESITE,0.72,18.13,23.2,80.7,5,1.7,,10.6,2.6,2.52,0.67
1538,ANDESITE,0.71,17,27.3,121,,3.24,18.6,37.4,4.26,2.64,5.73
1539,ANDESITE,0.925732365,17.23331551,31.13170803,142.7059695,13,4.325715612,13.00984077,28.05277652,4.927485247,3.015726384,3.458110165
1541,ANDESITE,0.410426551,15.02478736,7.912587398,71.40822234,,1.168536014,3.79119001,9.153870338,1.710490061,0.849093135,0.8082729
1542,ANDESITE,1.04,15.56,36,154,11,8,23,49,,2,5
1543,ANDESITE,0.71,16.93,22.8,64.5,,0.7,2.93,8.23,2.48,2.68,0.7
1544,ANDESITE,0.44,18.91,18,95,,1.9,12.8,27.22,3.59,2,2.9
1546,ANDESITE,0.61,17.81,30,169,3,8,77.4,137,8.9,2.4,31.9
1549,ANDESITE,0.63,17.42,21.91,81,0,2.41,5.22,12.96,,2.45,0.68
1551,ANDESITE,0.61,18.63,18.1,115.4,,3.06,10.72,23.89,,1.79,2.74
1552,ANDESITE,0.55,18.44,20.94,76,,2.8,10.07,21.61,3.2,2.2,2.12
1553,BASALT,0.55,18.44,18,76,,3,10,21.8,,2.29,1.939
1555,ANDESITE,0.67,17.7,21.58,79,,1.88,4.72,11.81,,2.23,0.56
1556,ANDESITE,0.94206072,16.87561743,31.87442565,148,11,4.369216748,13.18795144,28.40033961,4.973529264,3.117475503,3.692564371
1557,ANDESITE,0.75,17.27,22,100,14,3,9,19,4,2,2
1558,ANDESITE,0.29,16.25,9.2,49,,0.74,2.55,5.25,1.14,0.99,0.46
1561,ANDESITE,0.98,17.72,42.1,149,,3.4,8.8,20.9,4.0751,4.11,3.8
1562,ANDESITE,0.93,15.63,43,131,6,3.13,13.8,30.6,5.62,4.28,2.03
1564,ANDESITE,1.29,16.03,37.9,143,,6.5,14.78,34.18,5.26,3.61,2.6
1565,ANDESITE,0.624,18.8,18.15,111,,5.23,,23.44,3.2,1.77,0.93
1568,ANDESITE,0.62,17.88,27,161,,8.1,74.4,128.2,8.5,2.25,30
1569,ANDESITE,0.69,17.2,25.9,113,,3.23,13.8,30.7,4.03,2.51,5.15
1570,ANDESITE,0.56,17.7,18.7,53.7,,1.57,6.84,14.1,2.6,2,1.54
1571,ANDESITE,0.904799767,16.9587053,34.07032721,156.4086806,,4.801205825,13.24708077,28.60496113,,3.257762579,4.017439983
1572,ANDESITE,0.615,18.86,17.72,112,12,5.32,11.27,23.06,,1.72,1.25
1573,ANDESITE,0.878684227,17.76826496,28.83514359,108,,3.60047166,10.61842626,22.77471449,4.178641029,2.814631941,2.462503357
1575,ANDESITE,0.74,16.7,30.1,96.4,,1.42,4.43,12.24,2.9,3.04,0.49
1578,ANDESITE,0.878,16.13,33.3,98,,2.48,10.8,24,,3.44,1.53
1581,ANDESITE,0.56,18,19.1,96.9,1,2.67,10,22.1,2.77,2.04,2.21
1582,ANDESITE,0.55,17.9,19.9,83.4,,2.57,9.7,20.7,2.7,2.04,2.08
1583,ANDESITE,0.6,19.7,19.7,82.6,12,1.97,9.4,20.8,3.13,2.07,4.11
1584,ANDESITE,0.71,17.92,27.6,61.3,10,1.78,4.51,12.2,3.12,2.87,0.52
1587,BASALT,0.72,18.04,24.9,66,,1,4.3,11,2.82,2.7,0.465
1588,ANDESITE,0.58,18.03,24.8,68.5,13,0.45,,8,2.45,2.76,0.26
1591,ANDESITE,1.16,16.6,27.9,82.13,,1.43,7.73,19.34,3.36,2.69,1.73
1594,ANDESITE,1,17.08,47,132,,7.79,22.6,32.3,,3.47,4.61
1595,ANDESITE,0.57,18,18.6,60.7,,2.78,10.3,22.3,2.68,1.94,2.76
1596,ANDESITE,0.73,17.1,71.9,133,,8.81,35.1,59.7,5.93,4.34,10.4
1597,ANDESITE,0.52,17.55,18.9,81.5,,1.97,10.2,21.7,,1.86,4.79
1598,ANDESITE,0.64,17,26.1,93.9,,2.1,6.61,16.6,,2.84,1.22
1599,ANDESITE,1.45,14.52,40.1,140,,4.19,15.1,34.6,5.77,4.47,4.48
1601,ANDESITE,0.65,17.73,24.6,117,2,6.8,20.2,40,,1.84,6.63
1605,ANDESITE,0.930972665,17.01455496,31.31700254,130.0784889,,3.925463374,12.02998683,25.88295614,,3.070344876,3.130039075
1606,ANDESITE,0.57,17.89,21.45,89,4,2.7,10.27,21.32,3.09,2.23,2.99
1608,ANDESITE,1.29,16.1,38.9,148,0,6.7,15.16,35.1,,3.68,2.77
1609,ANDESITE,0.53,17.4,17.3,65.1,,1.72,6.51,14.3,2.25,1.78,1.57
1612,ANDESITE,0.69,17.24,26,174,3,13.2,40.5,66.4,6.3,2,15.4
1613,ANDESITE,0.6,18.74,17.37,113,,5.22,11.38,23.27,3.11,1.69,1.26
