Fecha;Ley Cu;Ley Fe;Ley CuS;Razon Solubilidad;Recuperacion;Contenido Arcillas;Dureza Mineral
06-01-20;0.610668177;1.16;0.042324162;6.930795345;86.30694007;Media;Alta
07-01-20;0.695683083;1.16;0.036006236;5.175666409;86.30694007;Media;Alta
08-01-20;0;1.16;0;0;86.30694007;Media;Alta
09-01-20;0.640502149;1.13;0.051822234;8.090875861;83.79794912;Media;Media
10-01-20;0.657586523;1.13;0.052415226;7.970848624;83.74888912;Media;Media
11-01-20;0.613304365;0.99;0.0449124;7.323019737;85.19887113;Media;Media
12-01-20;0.567003072;0.99;0.027035039;4.768058679;85.19887113;Media;Media
19-01-20;0.925407074;1.13;0.061869679;6.685671713;85.32189719;Media;Baja
20-01-20;0.93485289;1.13;0.062197716;6.653208981;85.32189719;Media;Baja
21-01-20;0.956636491;1.13;0.060984943;6.374933822;85.32189719;Media;Baja
22-01-20;0.903098823;1.13;0.062684459;6.941040969;84.07389719;Media;Baja
23-01-20;0.743971845;1.08;0.043166347;5.80214788;85.51789719;Media;Baja
24-01-20;0.87573909;1.08;0.054766655;6.25376394;88.73658007;Media;Baja
26-01-20;0.808873078;1.08;0.058903862;7.282213146;89.19596559;Media;Baja
27-01-20;0.695629991;1.08;0.068881136;9.901979022;89.19596559;Media;Baja
28-01-20;0.814305192;1.08;0.055339752;6.795947358;89.19596559;Media;Baja
29-01-20;0.817840486;1.08;0.068088436;8.325393216;89.19596559;Media;Baja
31-01-20;1.169886965;1.08;0.107287851;9.170787831;84.63589719;Media;Media
01-02-20;1.018923606;1.08;0.072914094;7.15599223;84.63589719;Media;Media
02-02-20;0.843924051;1.08;0.058412317;6.921513516;84.63589719;Media;Media
03-02-20;1.074161998;1.08;0.120288355;11.19834393;84.63589719;Media;Media
04-02-20;0.897441645;1.08;0.067213283;7.489432171;83.39839719;Media;Media
05-02-20;0.814766485;1.08;0.069302089;8.505760864;84.20659153;Media;Alta
06-02-20;1.043735925;1.08;0.0927773;8.888963004;84.20659153;Media;Alta
07-02-20;0.874127682;1.08;0.10403807;11.90193058;83.05066999;Media;Baja
08-02-20;0.902352226;1.08;0.080939392;8.969822408;86.77580361;Media;Baja
09-02-20;0.99347941;1.08;0.077856743;7.836774745;82.65265168;Media;Media
10-02-20;0.91059074;1.08;0.075979816;8.344013657;85.81990467;Media;Baja
11-02-20;0.725591592;1.08;0.064949568;8.95125691;82.47343997;Media;Media
12-02-20;0.667513091;1.08;0.047762575;7.155301665;82.47343997;Media;Media
13-02-20;0.655687263;1.08;0.051207512;7.809746278;82.47343997;Media;Media
14-02-20;0.891;1.08;0.08;8.978675645;82.47343997;Media;Media
15-02-20;0.893848177;1.08;0.076322644;8.538658585;82.47343997;Media;Media
16-02-20;1.004695892;1.7;0.070501489;7.017196864;82.47343997;Media;Media
17-02-20;1.13690861;1.7;0.069298185;6.095317096;82.47343997;Media;Media
18-02-20;1.094976383;1.7;0.064690328;5.907919932;80.06463764;Media;Media
20-02-20;1.764565755;1.32;0.105415179;5.974001188;83.48188363;Media;Media
21-02-20;1.747319873;1.32;0.094690589;5.419190303;83.05115519;Alta;Baja
22-02-20;1.036694592;1.32;0.06020354;5.80725902;80.68379554;Media;Media
23-02-20;1.056360393;1.15;0.058992909;5.584543794;85.01500626;Media;Baja
24-02-20;0.806336843;1.15;0.049584052;6.149297544;83.31060786;Media;Media
25-02-20;0.823052643;1.15;0.049937453;6.06734621;83.11483344;Media;Media
26-02-20;0.799515815;1.15;0.02997027;3.748552497;83.11483344;Media;Media
27-02-20;0.927423881;1.15;0.035268707;3.802868112;83.11483344;Media;Media
28-02-20;0.917683328;1.02;0.049168037;5.357843521;81.63709719;Media;Alta
29-02-20;0.990254435;1.02;0.044051022;4.448454932;81.63709719;Media;Alta
01-03-20;0.905267492;1.02;0.051763614;5.718046294;80.44549719;Media;Alta
02-03-20;0.923942258;1.02;0.066776779;7.227375756;80.6302361;Media;Baja
03-03-20;0.77995478;1.02;0.041349814;5.301565619;80.6302361;Media;Baja
04-03-20;0.607781991;1.02;0.029845411;4.910545536;82.15009837;Media;Baja
05-03-20;0.861606789;1.02;0.048125813;5.585588872;90.02589719;Baja;Baja
06-03-20;0.733289484;1.02;0.063675464;8.683537037;82.75184719;Baja;Media
07-03-20;0.627388249;1.02;0.053095004;8.462862299;81.69589719;Media;Media
08-03-20;0.638184257;1.37;0.039894924;6.251317431;90.02589719;Baja;Baja
09-03-20;0.874420775;1.02;0.065428518;7.482498131;83.92049719;Alta;Media
10-03-20;0.874420775;1.02;0.065428518;7.482498131;84.34189719;Alta;Media
11-03-20;0.871028192;1.02;0.065165301;7.481422719;84.34189719;Alta;Media
12-03-20;0.868680302;1.02;0.064983138;7.480673545;84.34189719;Alta;Media
13-03-20;0.868680302;1.02;0.064983138;7.480673545;84.34189719;Alta;Media
14-03-20;1.143649316;1.02;0.102356334;8.949975504;84.34189719;Alta;Media
15-03-20;1.162155926;1.02;0.087862149;7.560271967;84.34189719;Alta;Media
16-03-20;1.198588909;1.02;0.078963863;6.588068893;84.34189719;Alta;Media
17-03-20;1.13832992;1.02;0.071203258;6.255063393;86.69389719;Media;Baja
18-03-20;1.127057434;1.02;0.067006827;5.945289445;86.69389719;Media;Baja
19-03-20;1.00460635;1.02;0.050199379;4.996920338;83.77492009;Media;Baja
20-03-20;1.051614257;1.02;0.051173441;4.866179876;84.14889235;Media;Baja
21-03-20;1.310224855;1.02;0.064748591;4.941792273;85.01167803;Media;Baja
22-03-20;1.230464371;1.31;0.071445789;5.806408626;84.56115297;Media;Baja
23-03-20;1.044171261;1.31;0.06273314;6.007935884;86.59087615;Media;Baja
24-03-20;0.812209548;1.31;0.048633791;5.987837933;84.14889235;Media;Baja
25-03-20;0.821871704;1.31;0.048735139;5.929774537;87.65772506;Media;Baja
26-03-20;0.731000141;1.31;0.034770268;4.756533689;87.65772506;Media;Baja
29-03-20;1.051069784;1.31;0.072024503;6.852494846;87.65772506;Media;Baja
30-03-20;1.025673158;1.31;0.067188655;6.550688677;87.65772506;Media;Baja
31-03-20;1.05;1.31;0.07459547;7.104330519;85.09022013;Media;Baja
01-04-20;0.724005128;1.31;0.039262384;5.422942841;88.14331082;Media;Baja
02-04-20;0.692057008;1.5;0.040372931;5.833758024;84.34189719;Media;Media
03-04-20;1.043078651;1.5;0.057818096;5.543023599;81.93691388;Media;Baja
04-04-20;0.790531049;1.5;0.046977568;5.942532951;82.17205563;Media;Media
05-04-20;0.620472648;1.5;0.036134559;5.823714993;79.9815052;Media;Media
06-04-20;0.623949518;0.809;0.03637864;5.830381903;82.17609719;Media;Media
08-04-20;0.76202557;1.5;0.044237712;5.805279226;82.17609719;Media;Media
09-04-20;0.65263788;1.5;0.02814009;4.311746406;84.34189719;Alta;Media
10-04-20;1.017004971;1.5;0.06768732;6.655554461;84.31779422;Media;Baja
11-04-20;1.307387493;1.5;0.061222944;4.682846055;84.31779422;Media;Baja
12-04-20;1.413208967;1.5;0.06974026;4.934886616;84.31779422;Media;Baja
13-04-20;1.15624849;1.5;0.082888905;7.168779532;84.31779422;Media;Baja
14-04-20;1.181071953;1.5;0.072072782;6.102319308;84.31779422;Media;Baja
15-04-20;0.982240681;1.5;0.049651624;5.054934555;79.85138922;Media;Alta
16-04-20;0.800674289;1.5;0.047883821;5.980436929;82.18589719;Media;Alta
17-04-20;0.804946985;1.5;0.047494411;5.900315452;84.14589719;Media;Media
18-04-20;0.804946985;1.5;0.047494411;5.900315452;90.02589719;Baja;Baja
19-04-20;0.804946985;1.5;0.047494411;5.900315452;84.14589719;Media;Media
20-04-20;0.804946985;1.5;0.047494411;5.900315452;84.14589719;Media;Media
21-04-20;0.804946985;1.5;0.047494411;5.900315452;84.14589719;Media;Media
22-04-20;0.804946985;1.5;0.047494411;5.900315452;84.14589719;Media;Media
23-04-20;0.804946985;1.5;0.047494411;5.900315452;84.14589719;Media;Media
24-04-20;0.664356727;0.7;0.044974686;6.76965914;83.69892016;Baja;Media
27-04-20;0.578370628;0.7;0.050858392;8.793391157;83.69892016;Baja;Media
28-04-20;0.604743338;0.7;0.047006325;7.772938006;83.69892016;Baja;Media
30-04-20;0.657171566;0.7;0.046609555;7.092448577;85.43778924;Baja;Baja
01-05-20;0.654484314;0.7;0.052452668;8.01435062;87.44842732;Media;Baja
02-05-20;0.593769718;0.7;0.050092394;8.436333506;84.17910828;Media;Media
04-05-20;0.682872764;0.7;0.044227784;6.476723938;83.44000251;Media;Baja
05-05-20;0.61859166;0.7;0.046342368;7.49159269;85.72499587;Media;Media
06-05-20;0.710707566;0.7;0.049501453;6.965094485;87.02093246;Media;Media
07-05-20;0.684304682;0.7;0.044613395;6.5195221;87.02093246;Media;Media
08-05-20;0.761747152;0.7;0.038719765;5.083020691;85.50118038;Media;Baja
09-05-20;0.912756665;0.7;0.036006411;3.944798521;85.50118038;Media;Baja
10-05-20;0.860330715;0.7;0.045565645;5.296294092;85.50118038;Media;Baja
11-05-20;0.838868673;0.7;0.05186562;6.182805725;85.50118038;Media;Baja
14-05-20;0.742170835;0.7;0.047718079;6.42952761;88.16389719;Media;Media
15-05-20;1.399751931;1.76;0.080956947;5.783663885;88.08589719;Media;Baja
16-05-20;1.251016736;1.76;0.072122996;5.765150338;86.67863515;Media;Alta
17-05-20;0.965731876;1.76;0.058529996;6.060688021;87.53728308;Media;Baja
18-05-20;1.034634258;0.84;0.064551412;6.239056102;83.96589719;Media;Media
19-05-20;0.713280159;0.72;0.048696973;6.827187427;82.57789719;Media;Alta
20-05-20;0.852380036;1.76;0.079707233;9.351137994;82.7707517;Media;Alta
21-05-20;0.719225079;0.7;0.06060187;8.425995167;86.44513762;Media;Baja
22-05-20;0.758224756;0.7;0.060056497;7.920672145;86.44513762;Media;Baja
23-05-20;0.829411152;0.7;0.06;7.2340479;86.44513762;Media;Baja
24-05-20;0.796078201;0.7;0.06;7.536947997;86.44513762;Media;Baja
25-05-20;0.792793501;0.7;0.06;7.568175053;86.44513762;Media;Baja
26-05-20;0.608267979;0.7;0.06;9.864073408;86.44513762;Media;Baja
27-05-20;0.61615904;0.7;0.06;9.737745626;86.44513762;Media;Baja
28-05-20;0.604722882;0.7;0.06;9.921900064;86.44513762;Media;Baja
29-05-20;0.663557648;0.7;0.04;6.02811227;86.44513762;Media;Baja
30-05-20;0.822755807;0.7;0.040667371;4.942823891;82.77389719;Media;Alta
01-06-20;0.68043244;0.7;0.046639985;6.854462258;84.13160681;Media;Baja
02-06-20;0.756961906;0.7;0.054256544;7.167671696;84.14589719;Media;Baja
03-06-20;0.885172404;0.7;0.064590591;7.296950344;84.14589719;Media;Baja
04-06-20;1.119145945;0.7;0.08312791;7.427798854;84.14589719;Media;Baja
05-06-20;0.998530841;0.7;0.091476343;9.161093414;84.14589719;Media;Baja
06-06-20;1.242598764;0.7;0.121357113;9.766395754;84.14589719;Media;Baja
07-06-20;1.126064741;0.7;0.111320926;9.885837101;84.14589719;Media;Baja
08-06-20;0;0.7;0;0;3.785897191;Media;Baja
09-06-20;1.046530368;0.7;0.091693897;8.761704365;81.38589719;Media;Baja
10-06-20;1.097733327;0.7;0.10585581;9.643126153;81.38589719;Media;Baja
11-06-20;1.11776377;0.7;0.140156007;12.53896492;85.6117466;Media;Media
12-06-20;1.205917706;0.7;0.142032231;11.77793724;82.43581466;Media;Baja
13-06-20;0.717237173;0.7;0.080861637;11.27404442;81.72046242;Media;Baja
14-06-20;1.178831506;0.7;0.127994503;10.85774368;82.2768676;Media;Baja
15-06-20;1.055142468;0.7;0.108151425;10.24993573;82.2768676;Media;Baja
16-06-20;1.055142468;0.7;0.108151425;10.24993573;83.08605287;Media;Baja
17-06-20;1.055142468;0.7;0.108151425;10.24993573;83.08605287;Media;Baja
18-06-20;1.095845997;0.7;0.125171848;11.42239404;83.08605287;Media;Baja
19-06-20;1.394336674;0.94;0.149996771;10.75757193;83.8267984;Media;Baja
20-06-20;1.43935124;0.73;0.180698645;12.55417304;83.8267984;Media;Baja
21-06-20;0.972847721;0.95;0.121814779;12.52146416;83.8267984;Media;Baja
22-06-20;1.017415058;0.95;0.093251557;9.165537293;83.8267984;Media;Baja
24-06-20;0.969722999;0.7;0.07972588;8.221510731;84.29192093;Media;Baja
25-06-20;0.969722999;0.96;0.07972588;8.221510731;81.38589719;Media;Baja
26-06-20;0.910256242;0.98;0.086701335;9.524937125;81.38589719;Baja;Baja
27-06-20;0.833266262;0.98;0.082708275;9.92579194;81.38589719;Baja;Baja
28-06-20;0.645873527;0.98;0.05305023;8.213717989;86.32330178;Baja;Baja
29-06-20;1.144462295;0.98;0.104460675;9.127489444;83.80281425;Baja;Media
30-06-20;1.236259191;0.98;0.129851682;10.5035969;83.79014187;Baja;Media
01-07-20;0.778828251;1.15;0.059621848;7.655326887;83.79014187;Baja;Media
02-07-20;0.965959969;1.15;0.112505995;11.64706596;85.662366;Baja;Media
03-07-20;0.705398413;1.07;0.068718594;9.741813015;84.7835525;Media;Media
04-07-20;0.709006481;1.02;0.071755762;10.12060737;84.7835525;Media;Media
05-07-20;0.699451183;1.09;0.06079195;8.691378477;84.7835525;Media;Media
06-07-20;0.721843708;1.09;0.068345995;9.468253882;84.7835525;Media;Media
07-07-20;0.751377243;1.09;0.09632227;12.81942873;84.7835525;Media;Media
08-07-20;0.615884966;1.09;0.059097816;9.595593241;82.48846907;Media;Media
09-07-20;0;0;0;0;82.48846907;Media;Media
10-07-20;0.655488253;1.09;0.072618339;11.07851119;89.37882021;Media;Baja
11-07-20;1.092739559;1.09;0.180063147;16.47813931;84.10395158;Baja;Baja
12-07-20;1.963505367;1.09;0.191420369;9.748909908;81.38589719;Media;Baja
16-07-20;0.784918725;1.09;0.0555131;7.072464784;83.5732541;Media;Baja
17-07-20;0.67114143;1.01;0.048235331;7.187059134;83.5732541;Media;Baja
18-07-20;1.164665916;1.01;0.097442828;8.366590472;83.5732541;Media;Baja
19-07-20;0.904484593;1.01;0.06717449;7.426825196;83.5732541;Media;Baja
20-07-20;0.541315659;1.01;0.039966717;7.383255214;81.38589719;Media;Baja
21-07-20;0.529833863;1.01;0.029320002;5.533810534;81.38589719;Media;Baja
29-07-20;0.624964529;0.99;0.05026407;8.042707625;85.02789719;Media;Baja
03-08-20;0.875279129;0.99;0.079182843;9.046581865;85.5645626;Media;Baja
04-08-20;0.751602615;0.99;0.057584717;7.661590882;85.5645626;Media;Baja
05-08-20;0.679576795;0.99;0.054651304;8.0419615;85.5645626;Media;Baja
06-08-20;0.607729363;1.03;0.050041391;8.234157116;84.63589719;Media;Baja
07-08-20;0.729479762;1.03;0.052757874;7.232260168;81.38589719;Media;Baja
13-08-20;0.667625473;1.03;0.060695729;9.091284181;84.63589719;Media;Baja
14-08-20;0.667625473;1.03;0.060695729;9.091284181;84.63589719;Media;Baja
15-08-20;0.667625473;0.98;0.060695729;9.091284181;84.63589719;Media;Baja
19-08-20;0.815;0.98;0.0755;9.263803681;81.38589719;Media;Baja
21-08-20;0.815;0.98;0.0755;9.263803681;81.38589719;Media;Baja
22-08-20;0.83;0.98;0.08;9.638554217;85.41989719;Media;Baja
23-08-20;0.6399058;0.98;0.057803283;9.033092471;83.89371744;Media;Media
31-08-20;0.630661217;1.03;0.063272284;10.03268984;84.24830142;Media;Baja
01-09-20;0.6399058;1.03;0.057803283;9.033092471;84.24830142;Media;Baja
02-09-20;0.6399058;1.03;0.057803283;9.033092471;85.32189719;Media;Baja
03-09-20;0.6399058;1.03;0.057803283;9.033092471;85.32189719;Media;Baja
05-09-20;0.634938;1.03;0.060242176;9.487883155;83.32589719;Media;Baja
06-09-20;0.646556474;1.03;0.059172149;9.151891801;83.32589719;Media;Baja
07-09-20;0.636145167;1.03;0.060227817;9.467621479;84.14589719;Media;Baja
09-09-20;0.610834943;1.03;0.057013899;9.333765099;84.14589719;Media;Baja
10-09-20;0.815071965;1.03;0.065666811;8.056565961;84.14589719;Media;Baja
11-09-20;0.750865788;1.03;0.083711883;11.14871454;84.14589719;Media;Baja
12-09-20;0.750693192;1.03;0.080262871;10.69183409;84.14589719;Media;Baja
13-09-20;1.004494723;1.03;0.099558186;9.911270155;84.14589719;Media;Baja
14-09-20;0.675748763;1.28;0.067518768;9.991696827;83.16589719;Media;Baja
17-09-20;0.733722574;1.28;0.056520941;7.703312234;87.96762585;Media;Media
18-09-20;0.526395822;0.739140934;0.033742997;6.410194754;87.96762585;Media;Media
19-09-20;0.443842935;1.28;0.035357639;7.966250179;83.32589719;Media;Baja
21-09-20;0.552378631;1.28;0.044186149;7.999250235;87.03716225;Media;Media
22-09-20;0.68080361;0.9;0.058383648;8.575695985;87.03716225;Media;Media
23-09-20;0.68080361;0.9;0.058383648;8.575695985;87.03716225;Media;Media
24-09-20;0.90712156;0.9;0.080930959;8.921732546;87.03716225;Media;Media
25-09-20;0.834756579;1;0.08413508;10.0789958;87.03716225;Media;Media
26-09-20;0.674591335;1;0.082903607;12.28945631;87.03716225;Media;Media
27-09-20;0.624264208;0.95;0.056072204;8.982126987;84.59656317;Media;Baja
28-09-20;0.515137092;0.95;0.040681869;7.897289826;84.59656317;Media;Baja
29-09-20;0.497406932;0.95;0.033167378;6.668057145;84.59656317;Media;Baja
30-09-20;0.419724912;0.95;0.03293938;7.847849635;84.59656317;Media;Baja
01-10-20;0.53365444;0.95;0.036484673;6.836759988;84.59656317;Media;Baja
02-10-20;0.595681182;0.95;0.065013654;10.9141695;82.64281478;Media;Baja
03-10-20;0.595681182;0.95;0.065013654;10.9141695;82.64281478;Media;Baja
04-10-20;0.8482821;0.95;0.058569817;6.904521121;82.64281478;Media;Baja
06-10-20;1.105408268;0.95;0.111200911;10.0597141;83.45577269;Media;Baja
07-10-20;0.850871274;0.95;0.075523691;8.876041983;83.45577269;Media;Baja
08-10-20;0.989708764;0.95;0.098266546;9.928834546;83.45577269;Media;Baja
09-10-20;1.083188781;0.95;0.091848012;8.479409455;83.45577269;Media;Baja
10-10-20;0.528428948;0.78;0.043469334;8.226145456;87.34083169;Media;Alta
11-10-20;0.573603262;0.78;0.051522048;8.982174773;87.34083169;Media;Alta
12-10-20;0.789399711;0.78;0.073587109;9.321907283;87.34083169;Media;Alta
13-10-20;0.875228361;0.78;0.084709192;9.678524589;87.34083169;Media;Alta
14-10-20;0.730942566;0.78;0.062040583;8.487750761;87.34083169;Media;Alta
15-10-20;0.52811646;0.78;0.037304812;7.063747351;87.34083169;Media;Alta
16-10-20;0.719224283;0.78;0.057328163;7.970832512;84.59397414;Media;Media
17-10-20;0.837586916;0.78;0.069257544;8.268699371;84.63589719;Media;Baja
18-10-20;0.574188106;0.78;0.04735309;8.246964572;84.35300202;Media;Alta
19-10-20;0.558564366;0.78;0.048679548;8.715118741;84.35300202;Media;Alta
20-10-20;0.524935202;0.78;0.037247036;7.095549262;84.67819265;Media;Alta
21-10-20;0.61294646;0.78;0.034365013;5.606527762;84.67819265;Media;Alta
22-10-20;0.677225952;0.78;0.046654081;6.888997857;84.67819265;Media;Alta
23-10-20;0.758818564;0.78;0.049427455;6.513738259;84.35300202;Media;Alta
24-10-20;0.77977076;0.86;0.054855332;7.034802417;83.92805322;Media;Alta
25-10-20;0.74255565;0.9;0.052118002;7.018733539;83.92805322;Media;Alta
26-10-20;0.611684169;0.9;0.04550737;7.439684163;83.92805322;Media;Alta
27-10-20;0.65567415;0.9;0.041460132;6.32328294;83.92805322;Media;Alta
28-10-20;0.642218366;0.9;0.041492888;6.460869105;83.92805322;Media;Alta
29-10-20;0.665972983;0.720248336;0.047931686;7.197241775;84.76704453;Media;Alta
30-10-20;0.631898546;0.97;0.043946654;6.954700891;85.67049922;Media;Alta
31-10-20;0.555145005;0.97;0.046243822;8.330043823;85.67049922;Media;Alta
01-11-20;0.468537778;0.97;0.031024146;6.621482226;83.01306962;Media;Alta
02-11-20;0.560477368;0.97;0.034297702;6.119373142;83.01306962;Media;Alta
03-11-20;0.630705397;0.97;0.044738027;7.093331875;85.16265517;Media;Alta
04-11-20;0.52842827;0.97;0.035054237;6.633679431;80.58774801;Media;Alta
05-11-20;0.792554812;0.97;0.057053043;7.19862421;80.58774801;Media;Alta
06-11-20;0.665359865;0.97;0.045899056;6.898380695;85.41307123;Media;Media
07-11-20;0.978348892;1.218862503;0.103748005;10.60439741;82.80220437;Media;Baja
08-11-20;0.869299847;1.22;0.106946798;12.30263627;82.80220437;Media;Baja
13-11-20;0.607210751;0.9;0.049383888;8.13290738;85.10882068;Media;Media
14-11-20;1.35314413;0.9;0.153312173;11.33006967;85.10882068;Media;Media
15-11-20;0.94;0.9;0.108;11.4893617;83.86408206;Media;Media
16-11-20;1.171917599;0.9;0.130033695;11.09580527;83.86408206;Media;Media
17-11-20;1.16691092;0.9;0.13415438;11.49653992;83.86408206;Media;Media
19-11-20;1.220699674;0.9;0.144657273;11.85035729;83.41375946;Media;Media
21-11-20;0.796213635;0.9;0.073314555;9.207899935;83.16589719;Media;Baja
22-11-20;0.796213635;0.9;0.073314555;9.207899935;83.16589719;Media;Baja
23-11-20;0.796213635;0.9;0.073314555;9.207899935;83.16589719;Media;Baja
24-11-20;1.117949121;0.9;0.106609442;9.536162273;83.16589719;Media;Baja
25-11-20;0.47;0.9;0.03866;8.225531915;82.35589719;Media;Baja
26-11-20;0.572880029;0.9;0.055471796;9.682968986;82.35589719;Media;Baja
27-11-20;0.737659168;0.9;0.080897522;10.96678865;82.35589719;Media;Baja
28-11-20;1.0817;0.9;0.13859;12.81223999;83.36544303;Media;Baja
29-11-20;1.040597059;0.9;0.125211877;12.03269566;83.16589719;Media;Media
30-11-20;1.05;0.9;0.1;9.523809524;82.35589719;Media;Media
01-12-20;0.78598905;0.9;0.073380745;9.336102768;83.69244118;Media;Baja
02-12-20;1.25;0.9;0.12;9.6;79.8979887;Alta;Baja
03-12-20;1.043676218;0.9;0.105418266;10.10066762;83.03302636;Media;Baja
04-12-20;0.532060407;0.9;0.051907502;9.75594144;85.15016632;Media;Baja
05-12-20;0.808108287;0.9;0.083565509;10.34088011;84.44189505;Media;Baja
06-12-20;0.785278193;0.9;0.073320632;9.336899093;84.44189505;Media;Baja
07-12-20;1.266355356;0.006;0.141902965;11.20561968;82.58535685;Media;Baja
08-12-20;0.703417855;0.006;0.069017656;9.811757752;83.71224175;Media;Baja
09-12-20;0.788503577;0.006;0.074809809;9.487567545;84.44189505;Alta;Baja
10-12-20;0.788503577;0.006;0.074809809;9.487567545;83.71224175;Media;Baja
11-12-20;0.788503577;0.006;0.074809809;9.487567545;83.71224175;Media;Baja
12-12-20;1.407502482;0.006;0.163712254;11.63140075;79.8979887;Alta;Baja
13-12-20;1.405425737;0.006;0.149440198;10.63309102;79.8979887;Alta;Baja
14-12-20;0.981194634;0.006;0.115581245;11.77964504;79.75897328;Media;Baja
15-12-20;0.807266074;1.21;0.077347591;9.581424707;83.44768337;Alta;Baja
16-12-20;0.728759742;1.2;0.077259326;10.60148103;84.14416913;Media;Media
17-12-20;1.242965785;1.2;0.18720269;15.06096885;81.42938122;Media;Baja
18-12-20;1.347824581;1.1;0.173164463;12.84770032;82.27411803;Media;Baja
19-12-20;1.356394286;1.1;0.166251711;12.25688669;81.35647523;Media;Baja
20-12-20;1.223696176;1.28;0.14485071;11.83714658;84.13012206;Media;Baja
21-12-20;1.112037076;1.28;0.12955255;11.6500207;83.64566697;Media;Baja
22-12-20;1.355690692;1.28;0.141140189;10.41094325;83.0006901;Media;Baja
23-12-20;1.045337625;1.28;0.125755839;12.03016475;83.86364305;Media;Baja
24-12-20;0.87237084;1.28;0.091464533;10.48459314;85.79232728;Media;Baja
25-12-20;0.542138264;1.28;0.059275206;10.93359565;86.46015207;Media;Baja
26-12-20;0.697613464;1.24;0.056655238;8.121293728;85.77518554;Media;Baja
27-12-20;1.036097773;1.24;0.106429144;10.27211393;83.90789719;Media;Baja
28-12-20;0.795793663;1.24;0.075888083;9.536150754;83.90789719;Media;Baja
29-12-20;0.580238047;1.24;0.057967308;9.990263179;83.90789719;Media;Baja
30-12-20;0.533928243;1.24;0.046055769;8.625835029;83.90789719;Media;Baja
31-12-20;0.617301373;1;0.057888671;9.377699984;83.95982449;Media;Media
01-01-21;0.583597102;1;0.059658191;10.22249618;86.06203635;Media;Baja
02-01-21;0.515227544;0.72;0.059108108;11.47223367;82.63608369;Media;Media
03-01-21;0.537870876;0.72;0.052769734;9.81085538;83.70425374;Media;Alta
04-01-21;0.562316029;0.72;0.057417442;10.21088485;82.20310993;Media;Media
05-01-21;0.439898672;0.72;0.042063652;9.562122888;83.23888031;Media;Alta
06-01-21;0.942701874;0.72;0.088630538;9.401756841;84.37530676;Media;Alta
07-01-21;0.759675633;0.72;0.065488919;8.620642281;85.13624762;Media;Alta
08-01-21;0.444131465;0.72;0.048586641;10.9396981;82.90634558;Media;Alta
09-01-21;0.471363289;0.72;0.04134566;8.771506118;83.69659236;Media;Alta
10-01-21;0.548722827;0.72;0.051668672;9.416169522;85.53404565;Media;Media
11-01-21;0.443901248;0.72;0.042512077;9.576922245;86.49098411;Media;Baja
12-01-21;0.55461122;0.72;0.059293893;10.69107339;84.48413018;Media;Alta
13-01-21;0.531837404;0.72;0.056194261;10.56606036;83.7884043;Media;Alta
14-01-21;0.897652357;0.72;0.102973434;11.47141582;82.54065382;Media;Baja
15-01-21;1.175591653;0.826;0.140167277;11.92312625;82.88939719;Media;Baja
16-01-21;0.869435688;0.826;0.103663852;11.92311906;83.69659236;Media;Baja
17-01-21;1.039306654;0.826;0.129050353;12.41696591;87.54487935;Media;Baja
18-01-21;0.974665229;0.826;0.11695274;11.99927285;86.08346855;Media;Baja
19-01-21;0.82050523;0.826;0.086939836;10.59589047;86.3178139;Media;Baja
20-01-21;0.453771427;0.826;0.043678623;9.625688278;86.3178139;Media;Baja
21-01-21;0.715599263;0.826;0.062151129;8.685186231;86.3178139;Media;Baja
22-01-21;1.163933483;1.2;0.114155017;9.807692512;84.90858541;Media;Baja
23-01-21;1.03110085;1.2;0.115418293;11.19369585;84.90858541;Media;Alta
24-01-21;1.064371179;1.2;0.115469097;10.8485742;85.72179719;Media;Baja
25-01-21;1.163935247;1.42;0.123334598;10.59634534;86.58655219;Media;Baja
26-01-21;0.836464248;1.42;0.103585656;12.38375178;86.58655219;Media;Baja
27-01-21;0.684176256;1.42;0.078489777;11.47215734;86.58655219;Media;Baja
28-01-21;0.592051337;1.42;0.074215382;12.53529504;83.65127862;Media;Baja
29-01-21;0.534769982;1.42;0.051338204;9.60005343;84.12857272;Media;Alta
30-01-21;0.681015294;1.26;0.071957668;10.56623377;84.8561963;Media;Alta
31-01-21;0.61285897;1.26;0.062244394;10.15639759;83.80726632;Media;Alta
01-02-21;0.434930649;1.26;0.043225382;9.93845383;83.80726632;Media;Alta
02-02-21;0.485468433;1.42;0.04900504;10.09438234;83.80726632;Media;Alta
03-02-21;0.86891921;1.42;0.087795719;10.104014;83.80726632;Media;Alta
04-02-21;0.713608399;1.072513254;0.071437832;10.01078916;83.80726632;Media;Alta
05-02-21;0.681381577;1.072513254;0.06729774;9.87665973;83.80726632;Media;Alta
06-02-21;0.866021505;1.072513254;0.095614026;11.04060641;83.80726632;Media;Alta
07-02-21;0.567715954;1.072513254;0.0544118;9.584335157;83.80726632;Media;Alta
09-02-21;0.753;2.157881246;0.08;10.62416999;84.26805952;Media;Alta
10-02-21;0.463412806;1.54744698;0.04170512;8.999561375;84.26805952;Media;Alta
11-02-21;0;0.99;0;0;84.07390234;Media;Baja
12-02-21;0.576509257;0.99;0.085107958;14.7626351;83.81089719;Media;Media
13-02-21;0.749457692;0.99;0.078952128;10.53456776;81.87089719;Media;Media
14-02-21;0.632060159;0.99;0.081151032;12.839131;84.50705271;Media;Media
