Date Fixed;X;Y;Z;Location Error;Moment;Energy
07-07-10;3876.66;1786.07;2493.788731;431;2.54E+09;1.13E+05
07-07-10;-1067.59;2124.56;1503.138731;630;4.35E+09;2.86E+04
07-07-10;-1436.44;-3165.03;2446.498731;236;7.30E+08;6.82E+04
07-07-10;2195.28;543.94;2041.098731;65;1.17E+09;2.53E+04
07-07-10;1925.11;488.89;3168.088731;6;1.32E+10;1.17E+04
07-07-10;2196.69;573.79;3031.768731;10;9.26E+10;1.21E+04
07-07-10;1201.66;680.54;2685.448731;14;1.35E+10;9.56E+04
07-07-10;1197.3;718.9;2667.458731;11;2.91E+09;3.44E+04
07-07-10;961.04;1028.97;2520.278731;88;7.61E+08;1.39E+04
07-07-10;1284.06;-1178.86;3323.688731;377;1.26E+09;3.83E+05
07-07-10;1289.94;762.54;2843.208731;14;8.16E+09;2.17E+04
07-07-10;2496.03;687.98;3047.868731;11;8.41E+10;1.04E+04
07-07-10;-421.38;59.38;2013.638731;252;2.68E+09;2.42E+04
07-07-10;1279.85;-853.54;2563.728731;184;2.24E+09;1.93E+04
07-07-10;1977.79;512.77;2851.028731;10;4.23E+10;1.97E+04
07-07-10;1111.01;-528.13;2052.468731;4;1.66E+09;2.58E+04
07-07-10;-3473.71;-1882.25;3328.438731;208;2.24E+09;1.61E+05
07-07-10;426.83;1962.62;2758.498731;534;1.74E+09;1.33E+04
07-07-10;3207.92;483.79;1662.408731;209;4.27E+09;3.90E+04
07-07-10;1148.79;854.43;2349.628731;67;2.19E+09;1.13E+05
07-07-10;1284.71;732.15;2783.308731;16;2.23E+10;1.24E+05
07-07-10;2094.49;459.45;2474.608731;10;2.54E+10;1.00E+04
07-07-10;2040.9;538.31;3049.158731;13;1.78E+10;2.37E+04
07-07-10;1294.23;764.39;2839.618731;20;5.19E+09;2.51E+04
07-07-10;1180.72;132.06;2596.948731;13;1.77E+10;3.34E+04
07-07-10;1385.22;849.33;2956.108731;17;4.31E+09;1.32E+04
08-07-10;1188.03;741.25;2587.388731;14;1.48E+10;5.89E+04
08-07-10;1315.24;761.79;2914.798731;23;5.00E+10;6.31E+04
08-07-10;1256.75;683.79;2765.858731;11;7.54E+08;1.40E+04
08-07-10;1090.86;717.56;2553.788731;17;6.79E+09;4.20E+04
08-07-10;1282.21;735.82;2754.198731;12;7.96E+09;2.58E+04
08-07-10;1576.64;78.6;2829.868731;15;2.77E+10;3.18E+04
08-07-10;1337.59;831.63;2868.828731;8;5.22E+09;1.11E+04
08-07-10;1982.87;35.43;2881.718731;13;1.14E+12;8.48E+05
08-07-10;1928.54;389.87;2819.448731;12;2.16E+10;1.20E+04
08-07-10;1094.84;651.25;2059.168731;6;2.88E+08;1.82E+04
08-07-10;1212.89;756.52;2739.788731;13;7.67E+08;2.54E+04
08-07-10;1161.91;629.16;2679.638731;10;2.63E+10;1.36E+05
08-07-10;1405.45;884.16;2930.718731;12;2.42E+10;1.05E+04
08-07-10;2131.08;529.02;3038.228731;9;2.89E+11;1.26E+05
08-07-10;-65.91;493.89;2936.708731;449;3.23E+08;4.76E+04
08-07-10;1811.08;1.03;2604.308731;207;2.31E+08;1.37E+04
08-07-10;641.18;1070.87;2607.598731;19;9.88E+08;1.08E+04
08-07-10;1948.61;507.14;3152.288731;8;1.93E+10;1.45E+04
08-07-10;3726.89;-2416.38;3361.318731;66;9.81E+08;2.62E+04
08-07-10;1005.11;-523.51;2238.138731;10;3.20E+09;6.05E+05
08-07-10;783.97;1013.42;2581.808731;72;2.52E+09;1.76E+04
08-07-10;1059.49;510.62;3240.068731;11;1.69E+09;1.90E+04
08-07-10;238.53;-1210.06;3047.228731;172;1.02E+09;9.12E+04
08-07-10;1124.66;529.16;2621.758731;11;1.39E+11;3.03E+05
08-07-10;1288.94;779.35;3348.108731;39;2.39E+09;2.24E+04
09-07-10;1224.32;715.18;2748.798731;16;9.24E+09;1.34E+04
09-07-10;1195.7;137.87;2592.828731;14;1.13E+10;4.53E+04
09-07-10;1089.31;677.15;2647.398731;18;5.67E+08;1.18E+04
09-07-10;1115.44;646.14;2641.458731;15;6.68E+08;1.32E+04
09-07-10;1226.91;812.13;2813.158731;16;7.59E+09;1.90E+04
09-07-10;1234.32;752.08;2715.508731;12;4.83E+09;4.29E+04
09-07-10;996.78;-240.95;2216.918731;27;1.13E+09;1.11E+04
09-07-10;1068.53;-131.97;2565.908731;17;1.17E+09;1.02E+05
09-07-10;1451.13;856.85;3083.528731;16;2.36E+10;3.14E+04
09-07-10;2161.08;539.24;2817.058731;17;2.29E+11;1.82E+05
09-07-10;1209.65;727.72;2746.058731;16;4.73E+10;1.82E+05
09-07-10;1995.92;487.49;2921.568731;13;6.96E+10;4.56E+04
09-07-10;1072.79;784.67;2721.028731;9;4.50E+09;1.84E+04
09-07-10;1389.97;841.66;2939.068731;12;7.17E+09;1.66E+04
09-07-10;1053.84;674.18;2605.368731;12;5.47E+08;1.12E+04
09-07-10;1587.57;44.13;2753.348731;22;1.11E+11;4.51E+04
09-07-10;1481.64;617.58;2798.548731;12;8.01E+09;2.13E+04
09-07-10;2042.74;520.29;3051.438731;12;2.36E+10;1.79E+04
09-07-10;1281.14;752.95;2819.778731;12;7.08E+09;2.82E+04
09-07-10;1431.48;856.85;2997.938731;9;1.35E+10;1.11E+04
09-07-10;1968.38;508.08;2862.928731;8;2.06E+11;1.30E+05
09-07-10;1234.47;724.35;2690.338731;7;8.24E+09;2.44E+04
09-07-10;1395.85;847.19;2962.948731;12;6.22E+09;1.81E+04
09-07-10;1259.31;729.29;2674.248731;9;2.65E+11;9.78E+05
09-07-10;1254.59;690.8;2679.048731;9;1.79E+09;1.84E+04
09-07-10;1207.86;670.63;2639.908731;5;7.38E+09;2.37E+04
09-07-10;1075.42;438.55;2599.608731;9;6.11E+09;1.11E+04
09-07-10;1236.83;726.6;2689.008731;21;8.37E+10;1.26E+06
09-07-10;2660.55;801.07;3312.408731;16;2.41E+12;4.82E+05
09-07-10;908.62;-277.49;4046.158731;47;1.53E+09;1.72E+04
09-07-10;3465.99;-808.55;2111.668731;501;6.92E+08;1.78E+04
09-07-10;1315.45;740.07;2844.268731;13;4.04E+09;1.38E+04
09-07-10;740.75;379.14;3902.568731;53;1.70E+09;6.04E+04
09-07-10;287.59;-1280.21;5027.208731;79;9.27E+08;1.61E+04
09-07-10;2469.71;676.68;3374.648731;10;1.80E+11;1.49E+04
09-07-10;1341.21;-391.73;2770.118731;143;1.02E+08;2.15E+04
09-07-10;2627.48;-1606;3189.538731;182;3.56E+09;1.87E+04
09-07-10;1276.54;652.6;3143.458731;119;8.21E+08;2.90E+04
09-07-10;574.86;-584.63;2890.558731;140;2.00E+09;1.45E+04
09-07-10;1359.16;661.88;1908.338731;42;1.57E+10;3.43E+04
09-07-10;-1411.5;1967.06;1422.958731;348;1.17E+10;1.98E+04
09-07-10;-955.77;365.97;3341.098731;61;2.21E+10;3.55E+05
09-07-10;1397.68;838.4;2962.008731;46;1.34E+10;2.95E+04
09-07-10;2627.77;227.75;3335.758731;85;1.61E+09;2.10E+04
09-07-10;2752.27;2909.62;3527.078731;48;1.38E+10;3.41E+04
09-07-10;1371.32;-457.31;2762.268731;250;8.45E+08;1.58E+04
09-07-10;1304.97;724.2;2819.808731;14;1.69E+11;1.32E+06
09-07-10;1875.14;485.83;3197.528731;12;2.05E+10;1.52E+04
09-07-10;1157.98;754.75;2669.758731;11;1.77E+09;1.80E+04
10-07-10;1209.95;798.72;2500.168731;9;5.09E+10;5.47E+05
10-07-10;1187.89;796.12;2500.808731;6;4.31E+10;1.06E+05
10-07-10;1277.54;700.3;2715.438731;9;6.11E+09;1.30E+04
10-07-10;1982.57;378.01;2788.498731;21;3.16E+10;1.11E+04
10-07-10;1175.05;681.29;2718.498731;17;6.67E+09;2.29E+04
10-07-10;1109.68;702.16;2722.158731;8;3.10E+08;1.08E+04
10-07-10;1882.83;455.16;3091.658731;13;6.11E+10;1.35E+04
10-07-10;1380.47;830.41;2935.978731;11;9.11E+09;2.86E+04
10-07-10;1227.44;757.6;2591.728731;9;7.88E+08;2.08E+04
10-07-10;2138.71;-210.13;2816.168731;14;1.49E+10;1.98E+04
10-07-10;1463.33;603.86;2806.948731;7;6.77E+09;1.74E+04
10-07-10;1083.37;740.83;2560.968731;11;2.89E+09;3.55E+04
10-07-10;1161.06;800.44;2644.818731;10;4.36E+08;2.12E+04
10-07-10;1407.51;842.18;2954.678731;17;1.45E+10;1.40E+04
10-07-10;1382.26;706.43;2853.738731;23;2.04E+09;1.97E+04
10-07-10;1215.34;745.6;2770.128731;14;8.33E+09;1.98E+04
10-07-10;1338.48;94.37;2673.588731;15;3.15E+10;1.87E+04
10-07-10;1268.59;904.99;2824.778731;21;2.47E+09;1.09E+04
10-07-10;1084.27;548.7;2613.248731;11;2.01E+09;3.92E+04
10-07-10;1848.88;462.2;3124.128731;17;3.55E+10;1.92E+04
10-07-10;1846.21;442;3234.608731;14;9.43E+10;3.26E+04
10-07-10;2135.03;524.59;2875.598731;17;1.76E+10;1.45E+04
10-07-10;844.02;-644.25;2000.838731;10;1.04E+09;1.61E+04
10-07-10;2038.92;507.07;3052.608731;16;5.72E+10;1.67E+04
10-07-10;1362.67;844.42;2930.868731;11;2.45E+10;1.94E+04
10-07-10;-956.48;-570.09;2061.368731;340;1.91E+09;1.64E+04
10-07-10;2454.7;800.88;3102.658731;16;9.34E+10;1.58E+04
10-07-10;8.25;-1435.79;4007.428731;38;9.40E+08;2.76E+04
10-07-10;60.19;-653.83;2676.828731;326;9.57E+08;1.51E+04
10-07-10;951.3;462.38;2952.298731;64;9.81E+08;2.43E+04
10-07-10;1260.61;893.08;2871.088731;166;2.37E+08;3.03E+04
10-07-10;1817.23;-68.15;4232.218731;17;3.39E+08;1.59E+04
10-07-10;331.16;232.35;2587.408731;199;1.01E+09;1.03E+04
10-07-10;696.5;-455.04;2558.358731;25;7.19E+09;1.08E+04
10-07-10;-1457.52;-1416.06;2731.558731;117;1.13E+09;3.93E+04
10-07-10;1440.41;-473.54;2722.888731;120;4.82E+08;2.00E+04
10-07-10;1374.41;1012.48;2615.208731;75;1.80E+09;1.40E+04
10-07-10;1376.44;858.69;2907.878731;14;6.95E+09;2.42E+04
10-07-10;568.78;-1126.82;3404.668731;113;1.11E+10;4.62E+04
10-07-10;492.6;1026.3;2650.818731;99;2.45E+09;1.64E+04
10-07-10;339.35;696.85;2890.608731;24;2.36E+09;1.01E+04
10-07-10;423.73;-1062.99;3153.908731;204;1.54E+09;1.30E+04
10-07-10;244.84;-3441.75;1751.938731;497;1.67E+10;2.83E+04
10-07-10;1646.33;-744.59;2452.688731;116;3.73E+09;5.92E+04
10-07-10;2131.84;616.52;3178.278731;17;3.11E+10;2.49E+04
10-07-10;1192.16;644.68;2675.758731;10;4.22E+09;4.35E+04
11-07-10;1399.06;849.71;3026.218731;19;2.12E+09;1.23E+04
11-07-10;1005.79;588.56;2642.388731;14;3.08E+08;1.39E+04
11-07-10;1291.82;731.42;2714.278731;7;1.06E+09;1.60E+04
11-07-10;1451.85;117.39;3574.308731;110;1.30E+09;1.15E+04
11-07-10;1204.08;748.96;2874.868731;30;1.02E+10;3.52E+04
11-07-10;676.89;2503.83;2448.688731;490;3.38E+13;2.70E+06
11-07-10;1413.27;-1034.33;3518.098731;62;1.19E+09;1.03E+04
11-07-10;590.05;2364.49;2704.278731;203;6.88E+11;2.29E+05
11-07-10;3065.8;-3222.07;2231.818731;324;4.39E+10;1.42E+05
11-07-10;1031.41;1100.01;4090.208731;3;4.74E+09;2.72E+04
11-07-10;-4687.29;3182.79;2891.948731;266;1.06E+10;2.30E+05
11-07-10;139.59;374.95;2525.348731;134;2.58E+09;4.63E+04
11-07-10;3104;1424.12;2043.598731;98;5.60E+09;5.19E+05
11-07-10;-1454.46;1523.9;2767.778731;65;3.91E+08;1.55E+04
11-07-10;2982.18;-1574.04;2124.758731;251;9.77E+09;2.93E+04
11-07-10;1461.25;11.57;4587.738731;187;4.49E+09;1.87E+04
11-07-10;3498.13;-2367.41;4805.148731;59;4.99E+09;1.38E+04
11-07-10;2015.19;395.55;2781.088731;14;1.80E+10;1.12E+04
11-07-10;1129.73;739.97;2588.728731;10;2.82E+08;1.74E+04
11-07-10;1119.48;736.85;2574.968731;13;9.21E+08;1.04E+04
11-07-10;1259.2;797.88;2769.258731;16;2.58E+09;1.10E+04
11-07-10;1460.06;606.22;2828.398731;12;6.19E+08;2.10E+04
11-07-10;1118.68;475.61;2617.558731;15;9.42E+09;1.43E+04
11-07-10;1395.07;845.24;2937.028731;13;1.54E+10;2.18E+04
11-07-10;1490.93;-5.95;2841.068731;161;1.01E+10;1.11E+04
11-07-10;1514.82;-500.54;2761.888731;55;4.53E+09;2.61E+04
11-07-10;848.55;-331.49;2740.378731;136;4.34E+08;2.19E+04
11-07-10;3620.92;763.46;4261.838731;195;1.41E+10;2.96E+04
11-07-10;-2159.76;1337.14;2794.718731;129;2.12E+09;3.00E+04
11-07-10;1387.56;706.6;2779.528731;19;1.06E+10;1.20E+05
11-07-10;1087.15;766.04;2531.238731;15;4.93E+09;3.20E+04
11-07-10;1456.71;588;2791.368731;9;5.12E+08;1.23E+04
11-07-10;2137.66;-30.19;2892.948731;10;1.45E+11;1.76E+04
11-07-10;650.43;-427.4;2619.538731;16;9.18E+08;2.49E+04
11-07-10;1174.84;800.24;2557.638731;7;2.21E+08;1.49E+04
11-07-10;1356.41;810.55;2963.148731;8;4.85E+09;1.83E+04
11-07-10;1426.32;857.11;2955.158731;16;2.98E+09;1.02E+04
11-07-10;1107.89;629.67;2721.118731;21;3.65E+09;1.65E+05
11-07-10;1122.68;708.52;2724.648731;15;1.90E+09;4.67E+04
11-07-10;1151.33;683.57;2688.798731;12;8.15E+10;1.55E+06
11-07-10;1193.52;685.61;2639.768731;23;1.45E+09;1.42E+04
11-07-10;1101.34;669.78;2576.518731;22;3.56E+09;5.99E+04
11-07-10;1098.8;642.64;2632.098731;14;1.92E+09;1.28E+05
11-07-10;1237.62;634.69;2700.518731;14;1.33E+09;1.06E+04
11-07-10;1214.51;758.87;2656.258731;9;8.52E+09;1.29E+05
11-07-10;1536.74;697.85;3077.248731;15;1.22E+09;1.18E+04
11-07-10;1675.05;-569.11;3726.608731;371;3.42E+09;3.97E+05
11-07-10;287.01;-584.37;3036.658731;209;5.53E+09;7.24E+04
11-07-10;-450.86;1767.89;2105.448731;107;2.67E+09;1.37E+04
11-07-10;1511.07;534.54;2698.358731;76;1.08E+10;2.60E+05
11-07-10;1518.19;801.76;2409.598731;13;1.17E+08;3.12E+04
11-07-10;1404.19;848.2;2970.008731;14;6.55E+09;2.91E+04
12-07-10;1123.79;745.23;2597.628731;9;4.85E+08;2.15E+04
12-07-10;2034.59;466.43;2835.788731;20;2.63E+10;1.16E+04
12-07-10;1102.5;754.38;2559.428731;12;4.11E+09;1.44E+04
12-07-10;583.45;1125.27;3237.408731;48;3.29E+09;1.70E+04
12-07-10;423.9;1034.54;2431.188731;84;3.29E+09;1.53E+04
12-07-10;2073.42;1065.54;2393.448731;210;2.19E+09;3.75E+04
12-07-10;850.35;-774.35;2834.868731;75;3.36E+08;5.48E+04
12-07-10;2811.19;68.2;3351.398731;254;2.18E+09;1.42E+04
12-07-10;1762.07;-1085.46;3590.828731;39;3.99E+09;1.49E+04
12-07-10;733.91;1164.22;4001.438731;19;1.21E+10;1.81E+04
12-07-10;1478.55;-1270.58;3828.438731;47;2.45E+09;3.92E+04
12-07-10;1207.93;-2264.18;2915.438731;553;2.27E+09;1.37E+04
12-07-10;507.66;821.65;3934.068731;23;2.37E+09;1.11E+04
12-07-10;2232.17;638.37;3425.958731;20;3.55E+11;2.27E+04
12-07-10;-1131.81;-1618.73;1566.978731;579;6.38E+09;2.81E+04
12-07-10;1047.77;-391.09;3829.888731;40;1.55E+09;3.40E+04
12-07-10;1496.51;-1781.11;1712.138731;28;1.10E+09;1.12E+04
12-07-10;-574.2;1509.05;2377.178731;476;3.68E+09;3.02E+04
12-07-10;-1355.76;-63.23;3235.298731;400;4.54E+09;1.77E+04
12-07-10;1534.5;-2159.88;3078.498731;88;5.43E+08;1.22E+04
12-07-10;1239.99;-181.38;3044.748731;91;2.44E+08;1.03E+04
12-07-10;721.8;660.05;1847.668731;11;4.90E+08;2.75E+04
12-07-10;2101.06;544.99;2992.848731;15;1.61E+10;1.07E+04
12-07-10;3489.63;2193.01;2672.268731;1114;7.90E+07;1.24E+04
12-07-10;2073.86;522.41;2896.038731;16;1.12E+11;4.05E+04
12-07-10;1016.65;-684.34;1846.558731;23;9.75E+08;1.89E+04
12-07-10;1883.1;860.96;2386.558731;63;4.61E+08;1.20E+04
12-07-10;1293.83;771.6;2885.028731;16;2.16E+10;1.56E+04
12-07-10;1931.14;726.37;4114.878731;100;4.63E+09;1.13E+04
12-07-10;2282.86;737.44;4590.988731;386;4.35E+08;1.14E+04
12-07-10;1257.3;-161.68;3548.818731;11;3.33E+09;1.46E+04
12-07-10;2040.48;526.28;2971.658731;17;5.16E+10;2.59E+04
12-07-10;3571.25;-48.13;3169.788731;275;4.31E+09;1.16E+04
12-07-10;1251.64;932.59;3077.488731;21;1.08E+10;1.19E+04
12-07-10;807.13;1778.19;4611.428731;118;6.85E+09;1.33E+04
12-07-10;816.45;2218.03;2233.778731;60;5.52E+08;2.18E+05
12-07-10;1817.66;-456.34;2897.248731;25;6.74E+09;2.36E+04
12-07-10;1129;660.73;3917.928731;20;2.87E+09;1.18E+04
12-07-10;987.64;-1523.01;2904.868731;134;8.76E+09;5.05E+04
12-07-10;1454.89;827.01;2981.188731;10;2.20E+11;2.46E+05
12-07-10;1344.08;745.6;2888.608731;19;4.92E+09;4.74E+04
12-07-10;1273.95;701.02;2744.328731;15;6.28E+11;1.35E+07
12-07-10;1071.92;718.85;2758.638731;6;7.77E+09;1.06E+05
12-07-10;1965.4;462.21;3261.928731;24;8.68E+10;3.15E+04
12-07-10;1029.37;674.26;2587.508731;18;4.50E+10;4.78E+04
12-07-10;1393.09;844.64;2957.128731;15;4.52E+09;1.17E+04
12-07-10;1094.15;773.38;2592.348731;9;6.42E+08;1.11E+04
12-07-10;1126.46;746;2586.518731;14;3.86E+08;1.35E+04
12-07-10;1091.11;721.2;2590.348731;11;1.84E+10;1.88E+05
12-07-10;857.42;-431.56;2607.408731;6;2.88E+08;1.11E+04
12-07-10;947.65;470.84;3219.968731;368;1.42E+08;2.65E+04
12-07-10;1212.23;770.87;2700.828731;16;3.32E+09;1.46E+04
12-07-10;1055.94;636.66;2633.878731;11;1.19E+09;1.01E+04
12-07-10;2068.43;466.04;2794.358731;15;5.03E+11;1.67E+06
12-07-10;1398.03;857.42;2937.128731;13;4.99E+09;1.45E+04
12-07-10;2043.66;512.37;2687.078731;15;1.10E+11;6.19E+04
12-07-10;2104.84;458.17;3000.328731;14;2.07E+10;2.04E+04
12-07-10;1452.71;582.65;2789.688731;4;3.36E+08;1.05E+04
12-07-10;1359.67;791.18;2892.078731;10;1.73E+09;1.01E+04
12-07-10;1490.36;621.27;2810.138731;18;9.10E+09;1.94E+04
13-07-10;1219.62;724.4;2716.828731;7;7.53E+08;1.85E+04
13-07-10;1177.48;-207.6;3707.548731;43;3.40E+08;1.21E+04
13-07-10;1778.77;-631.17;2675.788731;124;8.32E+08;1.09E+04
13-07-10;-1128.8;1436.36;1710.038731;194;5.50E+08;1.58E+04
13-07-10;2882.6;-1136.63;3721.288731;143;1.47E+10;1.11E+05
13-07-10;752;1665.33;1974.988731;36;1.63E+09;1.02E+04
13-07-10;2669.18;2638.28;2957.848731;366;5.62E+09;1.65E+04
13-07-10;824.08;922.81;5019.458731;29;4.32E+09;1.54E+04
13-07-10;552.46;1107.21;2753.898731;60;6.48E+08;1.91E+04
13-07-10;1457.26;604.88;2784.868731;10;3.83E+09;1.64E+04
13-07-10;3081.83;2530.28;1773.548731;1360;2.49E+09;1.09E+04
13-07-10;1186.92;721.78;2735.028731;8;2.17E+09;1.29E+04
13-07-10;381.48;-64.38;2772.458731;166;2.89E+08;1.36E+04
13-07-10;-3038.53;38.34;4007.028731;785;1.57E+09;2.78E+04
13-07-10;-1973.5;-2210.35;4506.998731;134;5.80E+09;2.33E+04
13-07-10;782.15;3795.9;2462.078731;430;3.91E+09;7.16E+04
13-07-10;477.44;202.18;4581.968731;24;1.21E+09;7.93E+04
13-07-10;1243.56;-1489.88;3160.498731;141;6.58E+08;1.10E+04
13-07-10;113.14;175;3754.448731;233;3.94E+09;6.54E+04
13-07-10;2032.3;-478.72;4722.468731;109;5.18E+09;1.76E+05
13-07-10;285.15;-833.02;1550.298731;142;1.28E+09;3.69E+04
13-07-10;1935.82;109.44;2578.838731;9;7.03E+11;1.81E+05
13-07-10;1114.78;746.98;2527.848731;5;9.14E+09;1.99E+04
13-07-10;-851.2;303.52;3720.288731;85;3.24E+09;1.28E+04
13-07-10;1865.9;597.43;3771.238731;20;3.23E+09;2.59E+04
13-07-10;2327.19;269.68;2038.948731;154;1.18E+10;2.99E+04
13-07-10;926.98;1178.15;4576.458731;50;4.47E+09;3.42E+05
13-07-10;890.54;1028.8;3530.498731;135;7.58E+09;1.07E+04
13-07-10;1207.2;2775.56;2913.598731;515;6.17E+08;1.01E+04
13-07-10;1588.65;381.87;3298.208731;155;1.14E+10;1.41E+04
13-07-10;1979.77;-2839.6;2759.798731;431;1.82E+09;1.35E+05
13-07-10;1347.24;742.89;2898.578731;17;3.64E+09;1.50E+04
13-07-10;1174.01;791.16;2531.588731;10;7.35E+08;2.22E+04
13-07-10;1329.97;842.29;2489.708731;11;7.74E+08;1.26E+04
13-07-10;1316.98;839.46;2504.148731;12;8.81E+08;1.34E+04
13-07-10;1340.44;764.72;2788.548731;12;2.48E+09;1.08E+04
13-07-10;1631.83;794.03;3067.188731;11;1.78E+10;2.22E+04
13-07-10;720.57;848.01;2248.238731;16;4.63E+08;1.99E+04
13-07-10;1219.92;713.09;2756.158731;13;1.29E+10;3.74E+04
13-07-10;1212.71;783.84;2683.758731;10;1.50E+09;1.07E+04
13-07-10;1246.05;651.29;2637.858731;10;1.10E+09;6.48E+04
13-07-10;1210.06;753.91;2672.538731;15;8.95E+09;1.02E+04
13-07-10;1234.2;748.51;2785.968731;15;1.06E+10;1.40E+05
13-07-10;1089.64;685.32;2589.728731;12;1.51E+09;1.47E+04
13-07-10;2018.65;523.54;2869.148731;14;8.73E+10;4.00E+04
13-07-10;1744.29;634.84;3034.638731;14;2.33E+10;1.10E+04
13-07-10;1247.34;764.01;2741.578731;12;1.23E+10;3.60E+04
13-07-10;1373.37;-593.17;2853.538731;14;5.45E+08;1.05E+04
13-07-10;1172.35;722.28;2690.798731;13;2.14E+10;9.61E+04
13-07-10;1470.39;597.19;2803.378731;12;8.01E+09;2.58E+04
13-07-10;1924.39;340.95;2945.368731;14;3.65E+10;1.14E+04
14-07-10;1652.42;761.9;2308.128731;12;1.04E+09;1.65E+04
14-07-10;-153.71;-1394.31;2715.828731;47;6.18E+08;1.12E+04
14-07-10;3573.7;1206.99;2785.048731;235;3.06E+09;2.44E+04
14-07-10;1853.06;-1331.88;3248.518731;78;6.44E+09;2.74E+04
14-07-10;1877.14;-227.31;3653.318731;23;2.94E+09;1.45E+04
14-07-10;1356.41;2423.68;3034.358731;125;3.57E+09;1.27E+04
14-07-10;3655.64;105.72;2500.278731;296;7.69E+09;1.31E+04
14-07-10;-1086.24;-3142.95;2577.598731;432;1.14E+10;2.37E+05
14-07-10;1933.12;-416.63;4134.608731;211;6.07E+09;1.88E+04
14-07-10;1237.55;744.45;2685.388731;16;2.80E+09;1.11E+04
14-07-10;4675.59;464.84;1844.888731;534;5.60E+09;8.69E+04
14-07-10;4181.69;1841.46;3793.148731;474;1.14E+10;2.16E+04
14-07-10;1078.87;-1446.17;2058.848731;106;5.36E+09;2.86E+04
14-07-10;2189.63;139.78;2653.188731;149;1.02E+09;2.28E+04
14-07-10;1405.57;832.69;2974.528731;13;1.57E+10;1.92E+04
14-07-10;2483.08;766.49;3312.648731;12;2.84E+11;1.02E+04
14-07-10;1167.53;725.85;2626.508731;13;2.26E+09;1.57E+04
14-07-10;203.58;-2318.33;2906.508731;345;1.00E+09;5.61E+04
14-07-10;621.43;3482.33;2140.988731;797;1.56E+09;1.93E+04
14-07-10;2604.6;-500.97;3918.278731;242;1.02E+09;1.16E+04
14-07-10;2135.03;590.57;2817.508731;14;1.69E+10;1.18E+04
14-07-10;1883.05;531.22;3316.798731;87;1.20E+09;4.04E+04
14-07-10;1881.87;-642.47;4693.038731;431;1.14E+09;7.60E+04
14-07-10;192.11;123.39;2564.648731;92;5.62E+08;5.49E+04
14-07-10;1742.68;-810.82;2987.768731;90;9.90E+08;5.46E+04
14-07-10;334.1;2067.35;2259.108731;65;2.16E+09;4.05E+04
14-07-10;48.73;-840.36;1947.118731;85;2.21E+09;3.39E+04
14-07-10;660.61;1555.31;2328.738731;119;1.91E+09;3.60E+04
14-07-10;298.06;693.96;2006.138731;59;4.98E+09;1.37E+04
14-07-10;682.72;1959.05;2587.328731;117;1.14E+09;3.82E+04
14-07-10;-4231.49;2848.39;1955.168731;1137;3.93E+09;3.14E+05
14-07-10;464.61;494.94;5354.498731;0;7.21E+09;1.39E+05
14-07-10;756.16;-1434.22;3077.868731;154;1.52E+09;2.83E+04
14-07-10;2143.27;682.57;3226.338731;30;2.28E+11;1.30E+04
14-07-10;1219.17;1069.71;4902.668731;39;4.20E+10;6.15E+04
14-07-10;3177.49;1818.18;1757.778731;98;5.70E+09;4.55E+04
14-07-10;1236.55;723.15;2723.448731;16;5.95E+09;2.27E+04
14-07-10;1196.32;129.36;2596.748731;8;1.30E+10;2.84E+04
14-07-10;730.56;869.48;2343.048731;9;5.35E+08;1.26E+05
14-07-10;702.22;910.57;2315.118731;16;8.85E+08;1.39E+05
14-07-10;855.11;-449.22;2636.848731;14;7.40E+09;2.74E+04
14-07-10;1170.42;734.85;2676.238731;15;3.81E+09;1.56E+04
14-07-10;704.52;911.71;2324.478731;16;1.22E+09;4.07E+05
14-07-10;689.79;904.42;2278.398731;16;3.65E+08;3.90E+04
14-07-10;710.48;895.43;2359.878731;14;4.35E+08;1.75E+04
14-07-10;1046.51;687.55;2816.068731;29;8.83E+09;4.82E+04
14-07-10;721.29;818.52;2835.578731;30;1.06E+09;1.92E+04
14-07-10;688.34;818.79;2318.598731;13;7.01E+08;1.17E+04
14-07-10;1263.83;781.34;2750.248731;17;3.70E+10;2.36E+05
14-07-10;706.93;903.59;2327.818731;18;1.06E+09;3.80E+05
14-07-10;1388.95;829.83;2961.948731;15;4.79E+10;3.73E+04
14-07-10;705.24;901.34;2334.008731;13;8.78E+08;1.74E+05
14-07-10;694.6;853.63;2287.288731;16;4.65E+08;2.47E+04
14-07-10;2099.03;502.74;2818.958731;20;4.57E+10;1.68E+04
14-07-10;1170.93;623.32;2643.718731;14;2.61E+09;6.98E+04
14-07-10;1091.91;724.76;2561.138731;9;1.07E+09;1.91E+04
14-07-10;692.8;898.25;2348.888731;13;1.07E+09;3.71E+05
15-07-10;-466.92;434.17;2528.408731;157;1.66E+09;1.33E+04
15-07-10;1038.82;965.52;2804.878731;20;2.83E+08;1.34E+04
15-07-10;2702.91;292.85;3956.378731;178;2.16E+09;1.21E+04
15-07-10;711.48;883.69;2403.458731;16;5.25E+08;5.39E+04
15-07-10;-3254.84;-2689.99;4369.778731;343;1.56E+09;7.78E+04
15-07-10;343.67;489.82;2006.238731;135;3.50E+09;2.13E+04
15-07-10;1141.67;530.04;2628.558731;11;1.15E+11;1.25E+05
15-07-10;897.56;592.52;2529.598731;41;1.34E+09;1.33E+04
15-07-10;955.82;2243.68;2161.778731;69;3.24E+09;2.35E+04
