id_pilar,x,y,z,heterogeneidad_geologica,litologia_dominante,proximadad_de_fallas,condicion_de_frente,num_singularidades_geometricas,area_pilar,frec_fracturas,altura_extraible_promedio,carga_vertical_pre_mineria,carga_vertical_transicion,estado_pilar
535,1245.50543544,-289.08716456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,298,11.85825,47.65325476581941,1
536,1275.48743544,-306.40766456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,302,12.424726,50.008839399230645,1
537,1305.46943544,-323.72816456,1125.0,poco heterogenea,complejos de rocas maficas,3,plano,0,347.5708,2.9499999999999997,308,12.804352,51.24973974110272,0
538,1334.88303544,-340.93056456,1125.0,homogenea,porfido de tonalita,2,plano,0,329.9498,1.126,319,14.988068,59.9746851550011,0
539,1365.49253544,-359.77066456,1125.0,homogenea,porfido de tonalita,3,concavo,0,380.6105,0.6514,331,19.175134,74.84722317614805,0
540,1038.88373544,-187.29406456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,258.4598,3.07,302,11.846504,47.992474888139505,1
541,1065.54143544,-202.44566456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,311,11.028378,42.191110168909965,1
542,1095.54143544,-219.77656456000005,1125.0,poco heterogenea,brecha de anhidrita,2,muy concavo,0,347.5708,2.782,314,11.393072,39.75057400282809,1
543,1125.50113544,-236.55836456,1125.0,poco heterogenea,brecha de anhidrita,2,convexo,1,293.3854,0.67,311,11.650854,47.30441486288145,1
544,1155.54143544,-254.43836456,1125.0,poco heterogenea,complejos de rocas maficas,3,concavo,0,347.5708,2.4699999999999998,305,11.798931,45.849028517786515,1
545,1186.49363544,-272.09266456,1125.0,homogenea,complejos de rocas maficas,2,concavo,1,321.0156,3.07,298,7.4140615,27.85353600332193,1
546,1215.52343544,-289.08976456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.0968,3.07,297,11.767108,46.694329703406744,1
547,1245.46513544,-305.86116456,1125.0,homogenea,complejos de rocas maficas,2,concavo,1,293.3842,3.07,300,11.661325,45.811676979833216,1
548,1275.50543544,-323.74116456,1125.0,homogenea,complejos de rocas maficas,3,plano,0,347.5708,2.8779999999999997,307,12.365419,49.643778932644366,1
549,1305.42473544,-340.46046456,1125.0,homogenea,complejos de rocas maficas,3,plano,0,291.8776,2.7099999999999995,317,12.934743,52.044447871687915,0
550,1334.62633544,-357.96426456,1125.0,heterogenea,porfido de tonalita,2,plano,0,324.0947,0.742,327,16.405109,65.14731378937545,0
551,1365.54013544,-379.89806456,1125.0,homogenea,porfido de tonalita,3,convexo,0,366.4255,0.67,329,21.237704,86.06665499386116,0
552,1006.93663544,-172.43766456000003,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,290.3454,2.045,293,11.521729,43.77921902359647,1
553,976.84893544,-176.23046456000003,1125.0,homogenea,complejos de rocas maficas,1,muy concavo,0,313.0193,1.02,290,11.170448,37.71616210743607,1
554,1006.27833544,-188.13926456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,320.1191,1.6349999999999998,295,11.477843,43.33939248290905,1
555,1035.54143544,-202.43786456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,347.5708,3.07,302,11.856272,48.10529183750004,1
556,1065.54143544,-219.76876456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,311,11.989783,44.938381680347135,0
557,1095.54143544,-237.09966456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,312,11.379104,42.8205136512285,0
558,1125.54143544,-254.43056456,1125.0,poco heterogenea,complejos de rocas maficas,3,concavo,0,347.5708,2.7099999999999995,308,11.55859,45.081302555904266,1
559,1155.54143544,-271.76146456000004,1125.0,homogenea,complejos de rocas maficas,3,concavo,0,347.5708,3.07,302,11.83565,46.011826089313566,1
560,1185.54143544,-289.09236456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,295,12.05609,47.54049550548238,1
561,1215.54143544,-306.42326456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,299,11.63531,45.28078160815539,1
562,1245.54143544,-323.75416456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,302,11.833009,46.75284470703063,1
563,1275.54143544,-341.08506456,1125.0,homogenea,complejos de rocas maficas,3,plano,0,347.5708,2.5420000000000003,316,12.183248,49.142131621111695,1
564,1305.54143544,-358.41596456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5708,2.3499999999999996,326,13.587652,54.37152662540865,0
565,1334.86703544,-375.43896456,1125.0,homogenea,porfido de tonalita,3,plano,0,330.4075,0.67,333,18.1916,72.31542664962004,0
566,1363.99793544,-398.63636456,1125.0,homogenea,porfido de tonalita,4,plano,1,276.2501,0.67,327,22.721298,91.40572644877156,0
567,976.65053544,-190.30956456,1125.0,homogenea,complejos de rocas maficas,1,muy concavo,0,207.8103,1.02,292,11.09786,37.46718222700208,1
568,1006.70863544,-204.02556456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,291.5862,1.4505,297,11.45178,43.85222780224821,1
569,1035.54143544,-219.76096456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,305,12.028594,46.290060395977214,0
570,1065.54143544,-237.09186456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,310,11.926316,45.139865040841464,0
571,1095.54143544,-254.42276456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,310,11.335372,40.88236325480851,0
572,1125.54143544,-271.75366456,1125.0,homogenea,complejos de rocas maficas,3,concavo,0,347.5708,3.07,304,11.55767,44.839370879689845,0
573,1155.54143544,-289.08456456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,298,12.001034,48.414589975755725,1
574,1185.54143544,-306.41546456000003,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,295,11.608936,45.900978712898315,1
575,1216.48053544,-324.29716456,1125.0,homogenea,complejos de rocas maficas,2,plano,1,314.5534,3.07,297,11.332044,45.144612093395125,1
576,1245.50543544,-341.05646456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,347.5708,3.07,306,11.471614,46.74747824114519,1
577,1275.50543544,-358.38736456000004,1125.0,homogenea,complejos de rocas maficas,3,plano,0,347.5708,2.23,323,12.233478,49.12729036310922,1
578,1305.50543544,-375.71826456,1125.0,heterogenea,porfido de tonalita,2,concavo,0,347.5708,1.5099999999999998,334,16.451522,65.07859288633969,0
579,1363.99793544,-398.63636456,1125.0,homogenea,porfido de tonalita,4,plano,0,327.4664,0.67,327,22.721298,91.32499679904151,0
580,946.95603544,-182.94376456,1125.0,homogenea,complejos de rocas maficas,1,muy concavo,1,419.121,1.02,288,10.975708,38.14423687780118,1
581,976.69743544,-203.99076456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,292.8344,1.02,295,11.063991,40.91760355361074,1
582,1005.54143544,-219.75316456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5708,1.4095,300,11.384623,42.06454901551729,1
583,1035.54143544,-237.08406456,1125.0,homogenea,complejos de rocas maficas,2,muy concavo,0,347.5708,3.07,307,11.875584,40.47669648575486,0
584,1065.54143544,-254.41496456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,309,11.78132,42.506230228660044,0
585,1095.54143544,-271.74586456000003,1125.0,homogenea,complejos de rocas maficas,3,concavo,0,347.5708,3.07,306,12.019759,44.26537986383245,0
586,1125.54143544,-289.07676456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,300,7.0489395,28.29957960148543,0
587,1155.54143544,-306.40766456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,294,11.667277,46.42197439689873,0
588,1185.54143544,-323.73856456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,296,11.34371,44.55315478500963,0
589,1215.54143544,-341.06946456000003,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,297,12.237854,48.39631369932959,1
590,1245.54143544,-358.40036456,1125.0,homogenea,complejos de rocas maficas,3,plano,0,347.5708,3.07,313,11.103927,44.16037283869847,1
591,1275.54143544,-375.73126456,1125.0,heterogenea,complejos de rocas maficas,3,plano,0,347.5708,2.11,330,12.448804,49.321273615980196,1
592,1305.54143544,-393.06216456,1125.0,homogenea,porfido de tonalita,3,concavo,0,347.5708,0.7899999999999999,337,18.106682,71.66710473555244,1
593,1363.99793544,-398.63636456,1125.0,homogenea,porfido de tonalita,4,plano,0,334.7697,0.67,327,22.7213,91.35406751421553,0
594,917.05733544,-185.56716456,1125.0,heterogenea,complejos de rocas maficas,1,muy concavo,1,375.1255,1.02,288,10.66642,36.82335825993188,0
595,945.54003544,-202.45376456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,349.6913,1.02,291,10.872508,39.30575420446049,0
596,975.54003544,-219.77976456,1125.0,homogenea,complejos de rocas maficas,1,muy concavo,0,349.43,1.02,298,11.045897,39.1842056278401,1
597,1005.54143544,-237.07626456000003,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5708,1.5735000000000001,303,11.285139,41.796787583899295,1
598,1035.54143544,-254.40716456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5708,3.07,307,11.525194,42.01577365476239,1
599,1065.54143544,-271.73806456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,306,11.77607,43.64273130064706,1
600,1095.54143544,-289.06896456000004,1125.0,homogenea,complejos de rocas maficas,3,concavo,0,347.5708,3.07,302,12.169186,46.539271173255614,1
601,1125.54143544,-306.39986456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,296,11.538488,45.92745584601272,0
602,1155.54143544,-323.73076456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,347.5708,3.07,291,11.40415,46.65143153688173,0
603,1185.54143544,-341.06166456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,297,11.223513,45.104420987570876,0
604,1215.54143544,-358.39256456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,347.5708,3.07,300,12.08683,48.875004258908746,1
605,1245.54143544,-375.72346456,1125.0,homogenea,complejos de rocas maficas,3,plano,0,347.5708,3.07,318,10.860677,43.66708173001461,1
606,1275.54143544,-393.05436456000007,1125.0,poco heterogenea,complejos de rocas maficas,3,plano,0,347.5708,1.63,334,15.036682,60.184970792904465,1
607,1305.54143544,-410.38526456000005,1125.0,poco heterogenea,porfido de tonalita,3,concavo,0,347.5708,0.67,343,18.623804,73.1233787371597,1
608,1334.99483544,-427.41996456,1125.0,homogenea,porfido de tonalita,4,plano,0,334.3678,0.67,346,21.96582,88.57568583714547,0
609,886.37913544,-187.34326456,1125.0,homogenea,porfido dioritico,1,concavo,0,358.0512,0.67,285,10.825018,40.05410741762538,0
610,915.54143544,-203.44606456,1125.0,muy heterogenea,complejos de rocas maficas,1,muy concavo,0,287.7495,0.7225,289,10.583384,38.042688300357334,0
611,945.54293544,-219.77826456000005,1125.0,homogenea,complejos de rocas maficas,1,muy concavo,0,345.4659,0.9500000000000001,294,10.853701,37.76010744793071,0
612,975.54293544,-237.10426456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.7273,1.0130000000000001,301,11.090282,41.77329851255496,0
613,1005.54143544,-254.39936456,1125.0,homogenea,complejos de rocas maficas,1,muy concavo,1,347.5708,2.045,305,11.243874,37.271225899643866,0
614,1035.54143544,-271.73026456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5708,3.07,305,11.472217,43.93766365894688,1
615,1064.39253544,-288.45406456,1125.0,homogenea,complejos de rocas maficas,1,concavo,1,315.9776,3.07,302,11.776618,45.141559033525496,1
616,1095.54143544,-306.39206456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,297,12.183795,48.06088120023409,1
617,1125.50763544,-324.12356456000003,1125.0,homogenea,complejos de rocas maficas,2,plano,1,301.5347,3.07,291,12.304896,49.34184568211622,1
618,1155.54143544,-341.05386456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,289,11.435399,45.85314807935097,0
619,1185.42553544,-358.73946456,1125.0,homogenea,complejos de rocas maficas,2,concavo,1,301.7,3.07,297,11.584801,45.109274165837434,0
620,1215.52343544,-375.7052645600001,1125.0,homogenea,complejos de rocas maficas,3,plano,0,347.0968,2.7099999999999995,307,11.846907,47.448079293572455,0
621,1244.61633544,-392.71906456,1125.0,homogenea,complejos de rocas maficas,3,plano,1,322.8618,3.07,325,11.180526,45.01578554124964,0
622,1275.50543544,-410.35666456,1125.0,heterogenea,complejos de rocas maficas,3,plano,0,347.5708,1.39,338,16.731565,67.40955028075142,1
623,1305.50543544,-427.68756456000006,1125.0,homogenea,porfido de tonalita,3,concavo,0,347.5708,0.67,351,19.270682,76.19278676050929,1
624,857.4223354400001,-189.22296456,1125.0,heterogenea,porfido dioritico,0,concavo,0,287.8323,0.591,285,11.570179,42.79147860104332,0
625,887.64173544,-204.48516456,1125.0,homogenea,porfido dioritico,1,muy concavo,0,287.4161,0.6805,287,10.660831,38.05164683982895,0
626,915.53993544,-219.77426456,1125.0,muy heterogenea,porfido dioritico,1,muy concavo,0,337.5066,0.67,291,10.733275,37.14431877347331,0
627,945.53993544,-237.10006456,1125.0,homogenea,complejos de rocas maficas,1,muy concavo,0,349.6929,0.7575000000000001,297,10.876028,38.18601053552717,0
628,975.53993544,-254.42576456,1125.0,homogenea,complejos de rocas maficas,1,muy concavo,0,349.4211,1.02,303,11.002822,39.10910260373226,0
629,1005.53993544,-271.75156456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,349.1494,2.66,304,11.266017,41.65853095183705,0
630,1035.53993544,-289.07726456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,348.8777,3.07,302,11.507371,45.23538395979747,0
631,1066.72223544,-307.09666456,1125.0,homogenea,complejos de rocas maficas,2,concavo,1,316.2535,3.07,297,12.27634,48.33699717506437,0
632,1095.53993544,-323.72876456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,348.3342,3.07,292,12.039195,47.58162764106233,1
633,1125.53993544,-341.05456456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,348.0625,3.07,287,12.214818,48.82542866253693,1
634,1155.53993544,-358.38026456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.7907,3.07,289,12.017826,47.548052380070324,0
635,1185.53993544,-375.70606456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.519,2.3499999999999996,297,11.423123,45.2548355784788,0
636,1216.47613544,-393.34886456,1125.0,homogenea,complejos de rocas maficas,3,concavo,0,320.2087,2.374,314,11.667721,45.91359166120829,0
637,1245.50393544,-410.33676456,1125.0,homogenea,complejos de rocas maficas,3,plano,0,346.9759,3.07,329,11.223318,45.0144045115094,0
638,1275.50393544,-427.66246456,1125.0,heterogenea,complejos de rocas maficas,3,plano,0,346.7041,0.8380000000000001,345,16.820984,67.52469085756273,0
639,1304.50773544,-444.15936456,1125.0,homogenea,porfido de tonalita,4,convexo,0,318.798,0.67,355,20.102196,81.45460478129432,0
640,857.33593544,-204.61006456,1125.0,poco heterogenea,complejos de rocas maficas,1,concavo,0,273.7223,0.82,288,11.38807,42.682282034269,0
641,885.54143544,-219.82136456,1125.0,poco heterogenea,porfido dioritico,1,muy concavo,0,328.9665,0.67,289,10.739549,38.18444707719284,0
642,915.54143544,-237.14196456,1125.0,poco heterogenea,complejos de rocas maficas,1,concavo,0,342.8429,0.67,294,10.630239,38.430966140203054,0
643,945.50233544,-253.91436456,1125.0,homogenea,complejos de rocas maficas,1,concavo,1,293.3693,0.9359999999999999,300,10.895014,39.70045057618572,0
644,975.54143544,-271.78316456,1125.0,homogenea,complejos de rocas maficas,1,muy concavo,0,347.5192,0.9815,304,11.017736,39.06223702325991,0
645,1005.54143544,-289.10376456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,2.66,301,11.273621,41.91880216483358,0
646,1035.54143544,-306.42436456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,3.07,298,11.689838,46.16845261422626,0
647,1065.54143544,-323.74496456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,3.07,292,11.796116,46.58977973251995,0
648,1095.54143544,-341.06556456,1125.0,homogenea,complejos de rocas maficas,1,plano,0,347.5192,2.4699999999999998,287,11.77146,47.42917315184272,0
649,1125.54143544,-358.38616456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5192,3.07,285,11.743385,47.12884378350959,0
650,1155.54143544,-375.70676456,1125.0,poco heterogenea,complejos de rocas maficas,2,concavo,0,347.5192,2.8779999999999997,292,12.118746,47.24220985475363,0
651,1183.82843544,-391.3560645600001,1125.0,homogenea,complejos de rocas maficas,3,concavo,0,292.0698,0.67,301,11.738466,46.11256591736922,0
652,1212.75663544,-408.87696456,1125.0,homogenea,complejos de rocas maficas,3,convexo,0,290.5566,2.83,320,11.553735,47.02884209613962,0
653,1245.50543544,-427.64786456,1125.0,homogenea,complejos de rocas maficas,3,plano,0,338.2316,2.158,335,14.876983,59.40165553995264,0
654,1275.50543544,-444.96846456,1125.0,heterogenea,porfido de tonalita,3,concavo,0,347.5192,0.67,349,18.102936,67.07155006382177,0
655,1306.47343544,-462.62006456,1125.0,homogenea,porfido de tonalita,5,plano,1,320.5304,0.67,357,20.84299,83.47898438595355,0
656,826.7284354399999,-198.71406456000005,1125.0,poco heterogenea,complejos de rocas maficas,0,concavo,1,514.3946,0.297,289,13.597076,52.75176797169567,0
657,855.54143544,-219.82126456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.4842,0.8976000000000001,289,11.428164,41.79397259610426,0
658,885.54143544,-237.14186456,1125.0,poco heterogenea,complejos de rocas maficas,1,muy concavo,0,345.8621,0.67,291,10.686581,37.151717756106216,0
659,915.54143544,-254.46256456,1125.0,poco heterogenea,complejos de rocas maficas,1,concavo,0,340.513,0.67,297,10.513588,38.221013304429256,0
660,945.54143544,-271.78316456,1125.0,homogenea,complejos de rocas maficas,1,muy concavo,0,347.5192,0.67,302,10.906895,37.563537829428185,0
661,975.54143544,-289.10376456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,0.88,302,11.057165,42.199120420966594,0
662,1005.54143544,-306.42436456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,1.02,298,11.357734,43.485813276841505,0
663,1035.54143544,-323.74496456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5192,1.02,294,11.735562,46.456450544884184,0
664,1065.54143544,-341.06556456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,1.02,287,11.640562,45.35361354638214,0
665,1095.54143544,-358.38616456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,2.8375,285,11.545948,45.7054349886473,0
666,1125.54143544,-375.70676456,1125.0,poco heterogenea,complejos de rocas maficas,1,concavo,0,347.5192,3.07,287,11.825684,46.81545141048306,0
667,1155.54143544,-393.02736456,1125.0,heterogenea,brechas igneas,2,plano,0,323.9976,2.23,300,12.038466,47.731328919448,0
668,1184.47003544,-408.44716456,1125.0,homogenea,complejos de rocas maficas,3,concavo,0,312.0308,0.886,311,11.968846,46.88290473987603,0
669,1214.93803544,-421.46696456,1125.0,homogenea,complejos de rocas maficas,4,concavo,0,87.9577,2.83,329,11.427606,45.249048314030546,0
670,1244.78013544,-440.17226456,1125.0,poco heterogenea,complejos de rocas maficas,3,plano,0,107.4068,0.67,343,15.380636,60.99049698897774,0
671,1275.50543544,-462.28896456,1125.0,homogenea,porfido de tonalita,4,concavo,0,347.5192,0.67,352,18.733508,70.66645659603621,0
672,1305.50543544,-479.60956456,1125.0,homogenea,porfido de tonalita,5,plano,0,347.5192,0.67,357,21.990672,88.38845573206036,0
673,825.54143544,-219.82126456,1125.0,poco heterogenea,complejos de rocas maficas,1,concavo,0,347.5192,0.3408,289,14.263917,55.55064569010291,0
674,855.54143544,-237.14186456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,345.258,0.9500000000000001,290,11.379285,43.69770979269542,0
675,885.54143544,-254.46246456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,346.1547,0.7925,293,10.497197,37.807658416851865,0
676,915.54143544,-271.78306456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,342.7773,0.88,299,10.626268,40.98803344439536,0
677,945.54143544,-289.10366456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,0.7645000000000001,303,10.862115,39.886182561625574,0
678,975.54143544,-306.42426456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,1.006,301,11.139104,43.13483426503797,0
679,1005.54143544,-323.74486456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,1.02,296,11.453316,45.228225986368514,0
680,1035.54143544,-341.06546456,1125.0,homogenea,complejos de rocas maficas,1,plano,0,347.5192,1.02,291,12.06758,48.05372337403897,0
681,1065.54143544,-358.38606456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,1.02,285,11.501296,44.57408222538797,0
682,1095.54143544,-375.70666456,1125.0,poco heterogenea,complejos de rocas maficas,1,concavo,0,347.5192,1.3889999999999998,286,11.408103,44.25376388784569,1
683,1125.54143544,-393.0272645600001,1125.0,heterogenea,complejos de rocas maficas,1,plano,0,347.5192,3.07,289,11.852488,47.15126604310156,1
684,1155.54143544,-410.34786456000006,1125.0,heterogenea,complejos de rocas maficas,2,plano,0,327.3306,1.5099999999999998,309,11.968734,47.39840251965585,0
685,1187.51963544,-427.30046456,1125.0,homogenea,complejos de rocas maficas,3,convexo,1,334.8844,2.83,324,11.945227,49.011600689307315,0
686,1215.53063544,-444.98646456,1125.0,homogenea,complejos de rocas maficas,3,plano,0,325.2673,3.07,338,11.481099,46.20562801895561,0
687,1245.50543544,-462.28896456,1125.0,heterogenea,complejos de rocas maficas,3,plano,0,346.7613,2.11,352,16.750165,67.5963619265539,0
688,1275.53363544,-475.29076456,1125.0,homogenea,porfido de tonalita,4,plano,0,118.5089,0.67,353,19.25919,76.7341483533233,0
689,1305.50543544,-496.93016456,1125.0,homogenea,porfido de tonalita,6,convexo,0,347.5192,0.67,354,23.42174,94.83502746557393,0
690,825.54143544,-237.14176456,1125.0,poco heterogenea,complejos de rocas maficas,1,concavo,0,347.5192,0.3372,289,13.924016,54.43876968939883,0
691,855.54143544,-254.46236456000003,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,344.4974,1.02,290,11.292206,41.76253462183242,0
692,885.54143544,-271.78296456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,342.7737,1.02,294,10.397514,39.89359812995505,0
693,915.54143544,-289.10356456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,342.3611,1.02,299,10.806048,40.81503668844119,0
694,945.54143544,-306.42416456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,0.8975,302,10.977836,42.55873196999063,0
695,975.54143544,-323.74476456,1125.0,homogenea,complejos de rocas maficas,1,plano,0,347.5192,1.02,300,11.242731,44.77719164664525,0
696,1005.54143544,-341.06536456000003,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5192,1.02,295,12.181994,47.24425087033103,0
697,1035.54143544,-358.38596456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,1.02,289,11.642094,45.23422771554053,0
698,1065.54143544,-375.70656456,1125.0,poco heterogenea,complejos de rocas maficas,1,plano,0,347.5192,1.02,286,11.450534,45.612845425541984,0
699,1095.54143544,-393.02716456,1125.0,poco heterogenea,complejos de rocas maficas,1,concavo,0,347.5192,1.18,288,11.468975,45.02741648864361,1
700,1125.54143544,-410.34776456,1125.0,heterogenea,brechas igneas,1,plano,0,347.5192,2.9259999999999997,294,11.961904,47.517872070666364,1
701,1155.54143544,-427.66836455999993,1125.0,poco heterogenea,complejos de rocas maficas,2,plano,0,331.6533,2.4939999999999998,317,11.959242,47.866987414188884,0
702,1185.54143544,-444.9889645599999,1125.0,homogenea,complejos de rocas maficas,3,concavo,0,330.0911,3.07,331,12.597872,49.867062762187565,0
703,1215.54143544,-462.3095645599999,1125.0,homogenea,complejos de rocas maficas,3,convexo,0,326.9345,3.07,345,12.320114,49.969606189102954,0
704,1245.54143544,-479.6301645599999,1125.0,heterogenea,complejos de rocas maficas,4,plano,0,347.5192,2.4699999999999998,355,16.962476,67.91002605631965,0
705,1275.54143544,-496.9507645599999,1125.0,homogenea,porfido de tonalita,5,plano,0,347.5192,0.67,357,20.113058,80.04506024167652,0
706,795.30413544,-236.96076456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,353.7181,0.15,0,13.08674,51.08361849163524,0
707,826.6413354399999,-255.30366456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,317.5052,0.3306,287,13.909235,53.54426463866821,0
708,855.54143544,-271.78286456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,342.8282,0.8418000000000001,289,11.229051,43.15869939503787,0
709,884.66993544,-288.62576456,1125.0,homogenea,complejos de rocas maficas,1,concavo,1,301.1338,1.02,294,10.383881,40.058915162323316,0
710,915.54143544,-306.42406456000003,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,335.5167,1.02,300,10.934062,42.46722951193,0
711,945.54143544,-323.74476456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,0.915,301,11.10066,43.75838513820122,0
712,975.54143544,-341.06546456,1125.0,homogenea,complejos de rocas maficas,1,plano,0,347.5192,1.02,299,11.484432,46.27314075146537,0
713,1005.54143544,-358.38616456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,1.02,294,11.927302,46.426248778377555,0
714,1035.54143544,-375.70686456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5192,1.02,288,11.603504,44.98303757075957,0
715,1065.54143544,-393.02756456,1125.0,poco heterogenea,complejos de rocas maficas,1,plano,0,347.5192,1.02,287,11.374065,45.29768275907874,0
716,1095.54143544,-410.34826456,1125.0,poco heterogenea,complejos de rocas maficas,1,plano,0,347.5192,0.8865,289,11.612775,46.45827540415909,1
717,1125.54143544,-427.66896456,1125.0,poco heterogenea,complejos de rocas maficas,1,concavo,0,347.5192,2.3499999999999996,301,11.991054,46.701853394790135,1
718,1155.54143544,-444.98966456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,325.4835,3.07,322,12.241956,49.27577083728617,0
719,1185.54143544,-462.3103645599999,1125.0,homogenea,complejos de rocas maficas,2,plano,0,334.3062,2.782,336,13.233065,53.30925151026332,0
720,1215.54143544,-479.6310645599999,1125.0,homogenea,complejos de rocas maficas,3,plano,0,339.5919,3.07,348,15.021437,60.262071693393935,0
721,1245.54143544,-496.9517645599999,1125.0,homogenea,complejos de rocas maficas,4,plano,0,347.5192,2.9979999999999993,356,17.651956,70.10293356943387,0
722,1275.54143544,-514.2724645599999,1125.0,homogenea,porfido de tonalita,6,concavo,0,347.5192,0.67,358,21.110816,83.26796940502147,0
723,796.0835354399999,-254.38176456,1125.0,homogenea,complejos de rocas maficas,1,plano,0,317.3625,0.15,0,13.530707,53.7233021254167,0
724,825.69363544,-272.34866456000003,1125.0,homogenea,complejos de rocas maficas,1,concavo,1,290.9958,0.35159999999999997,286,14.026263,55.06010801783575,0
725,855.54143544,-289.10346456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,333.6035,0.5712,289,11.137679,43.43946786129126,0
726,886.34553544,-307.07376456000003,1125.0,homogenea,complejos de rocas maficas,1,plano,1,308.5695,1.02,295,10.88001,43.130217388709696,0
