id_pilar,x,y,z,heterogeneidad_geologica,litologia_dominante,proximadad_de_fallas,condicion_de_frente,num_singularidades_geometricas,area_pilar,frec_fracturas,altura_extraible_promedio,carga_vertical_pre_mineria,carga_vertical_transicion,estado_pilar
343,911.97903544,-43.36026456000002,1125.0,heterogenea,complejos de rocas maficas,1,convexo,0,463.5349,0.915,278,10.80507,44.77863255638677,1
344,945.54143544,-63.92456456000002,1125.0,homogenea,complejos de rocas maficas,1,convexo,0,347.5182,1.184,280,11.167214,46.6501173107851,1
345,975.54143544,-81.24496456,1125.0,homogenea,complejos de rocas maficas,1,convexo,0,347.5182,3.07,283,11.560717,46.90458475432098,0
346,1005.54143544,-98.56546456,1125.0,homogenea,complejos de rocas maficas,1,convexo,0,347.5182,3.07,288,10.667639,43.81077398395978,0
347,1033.53933544,-113.55366456000002,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,267.0715,3.07,296,11.139114,48.575794837490676,0
348,1065.18593544,-126.79206456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,224.1113,2.902,307,11.093893,44.109392943258136,1
349,894.69243544,-53.81156456000002,1125.0,heterogenea,complejos de rocas maficas,0,convexo,0,194.5996,0.7225,277,10.692772,43.91221521674777,0
350,914.96823544,-64.74736456000002,1125.0,heterogenea,complejos de rocas maficas,1,convexo,1,402.8193,0.915,279,10.849301,45.172956166763385,1
351,945.54153544,-81.24706456000001,1125.0,homogenea,complejos de rocas maficas,1,plano,0,347.6226,0.999,281,11.034975,44.4173421500883,1
352,975.54153544,-98.56796456,1125.0,homogenea,complejos de rocas maficas,1,convexo,0,347.6434,2.824,284,11.432449,46.556839115420786,0
353,1003.31313544,-113.39966456000002,1125.0,homogenea,complejos de rocas maficas,1,convexo,0,259.5254,3.07,288,11.775205,50.36093313264433,0
354,1033.98963544,-128.86696456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,295.2088,3.07,297,11.126177,48.56485851897878,0
355,889.3201354400001,-69.67686456000001,1125.0,poco heterogenea,porfido dioritico,0,convexo,0,177.2647,0.67,278,10.623645,45.82807116712944,0
356,916.71943544,-82.77906456000002,1125.0,heterogenea,complejos de rocas maficas,0,concavo,0,294.767,0.67,280,10.875159,42.80226176837139,1
357,945.54143544,-98.56966456,1125.0,homogenea,complejos de rocas maficas,1,plano,0,347.5222,1.02,282,10.966721,44.019742028146496,0
358,975.54143544,-115.89086456,1125.0,homogenea,complejos de rocas maficas,1,muy concavo,0,347.5222,1.7374999999999998,285,11.248993,40.426777161759624,1
359,1005.31403544,-130.45996456,1125.0,homogenea,complejos de rocas maficas,2,convexo,1,327.4237,3.07,289,11.562622,49.559496990424684,1
360,886.82303544,-84.88736456000001,1125.0,poco heterogenea,porfido dioritico,0,convexo,0,309.243,0.67,279,10.589036,45.80408882927308,0
361,915.54083544,-98.56876456,1125.0,heterogenea,complejos de rocas maficas,0,convexo,0,347.5735,0.7575000000000001,281,10.800876,43.73010475053191,0
362,945.54133544,-115.89006456,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,347.5111,1.02,282,10.959988,39.91027223305996,0
363,973.66033544,-133.51856456000002,1125.0,homogenea,complejos de rocas maficas,1,concavo,1,326.4805,1.143,285,11.24057,41.23752479939387,1
364,883.44283544,-101.16776456000002,1125.0,poco heterogenea,porfido dioritico,0,convexo,0,400.9407,0.67,280,10.675068,46.76233251620896,0
365,913.40213544,-113.46606456,1125.0,heterogenea,complejos de rocas maficas,0,convexo,0,261.9976,0.915,281,10.731359,46.83835550362726,0
366,944.12003544,-135.74656456000002,1125.0,homogenea,complejos de rocas maficas,0,concavo,1,422.3596,1.02,283,10.954284,42.078791064892265,1
367,880.1025354399999,-121.69476456,1125.0,poco heterogenea,porfido dioritico,0,concavo,1,707.4252,0.7050000000000001,281,10.7365,41.58288874293944,0
368,914.53633544,-129.03176456,1125.0,heterogenea,complejos de rocas maficas,0,concavo,0,309.453,1.02,282,10.744305,40.68445373628305,0
369,857.71333544,-143.71426456,1125.0,heterogenea,porfido dioritico,0,concavo,1,460.3496,0.608,283,10.893062,42.93190103488411,0
370,884.22513544,-144.90076456000003,1125.0,homogenea,porfido dioritico,0,convexo,0,329.3654,0.7155,283,10.638149,45.18269984223385,0
371,915.16443544,-143.60446456,1125.0,heterogenea,complejos de rocas maficas,0,concavo,0,246.5711,1.02,283,10.762306,39.92136725256152,0
372,789.2033354399999,-168.95246456,1125.0,homogenea,complejos de rocas maficas,0,concavo,0,272.087,0.15,285,13.066616,51.269510306103975,0
373,820.31033544,-165.70116456000002,1125.0,poco heterogenea,complejos de rocas maficas,0,concavo,0,347.2217,0.297,286,14.963682,58.90124398244487,0
374,854.38733544,-163.45646456000003,1125.0,poco heterogenea,porfido dioritico,0,plano,0,249.7975,0.484,284,11.395194,45.52023428215726,0
375,885.2972354399999,-159.47976456,1125.0,poco heterogenea,porfido dioritico,0,convexo,0,237.7749,0.67,284,10.686178,43.78366908517889,0
376,915.07273544,-156.38546456,1125.0,heterogenea,complejos de rocas maficas,0,concavo,0,225.246,1.02,284,10.718178,41.8506274132825,0
377,945.10633544,-152.94186456,1125.0,homogenea,complejos de rocas maficas,0,concavo,0,228.2101,1.02,285,10.958857,40.19008972813119,1
378,975.18113544,-149.44786456000003,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,233.8187,1.02,287,11.212114,41.93585538562275,1
379,1005.24583544,-146.10816456000003,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,232.3463,3.0084999999999997,291,11.522713,49.22714044015703,1
380,1035.25033544,-142.73606456000002,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,231.8186,3.07,298,11.114281,47.33246265443582,0
381,1065.24933544,-139.36286456000002,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,231.7818,3.07,307,11.281858,44.39513090594714,1
382,1095.26363544,-135.98956456000002,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,231.7073,3.07,315,11.507067,41.59367772200828,1
383,1125.25543544,-132.62176456000003,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,231.3888,3.07,317,11.53434,44.25872510133731,1
384,1155.26103544,-129.24326456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,231.6171,3.07,313,11.832333,45.94041534099754,1
385,1185.25783544,-125.86426456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,231.8941,3.07,305,11.92237,50.54223144965089,1
386,1215.22193544,-122.50066456000002,1125.0,homogenea,complejos de rocas maficas,1,convexo,0,231.1914,3.07,295,12.842508,54.010523629014365,1
387,1245.18773544,-119.25076456,1125.0,homogenea,complejos de rocas maficas,1,convexo,1,224.895,3.07,284,15.3359,62.06884772469049,1
388,1275.17243544,-116.06736456000002,1125.0,homogenea,complejos de rocas maficas,1,concavo,0,214.5714,3.07,276,18.771196,74.09811054819572,1
389,1275.05063544,-95.65306456000002,1125.0,homogenea,complejos de rocas maficas,1,concavo,1,644.9389,3.07,279,22.167532,87.29453360008864,1
390,825.9113354399999,-178.99206456000002,1125.0,poco heterogenea,brecha de turmalina,0,concavo,1,234.0911,0.31799999999999995,286,14.674816,57.31484335605233,0
391,855.5943354399999,-175.45846456,1125.0,poco heterogenea,porfido dioritico,0,concavo,0,226.7466,0.47050000000000003,283,11.397086,43.30787433053021,0
392,886.14303544,-172.06696456000003,1125.0,homogenea,porfido dioritico,0,concavo,1,226.5964,0.67,284,10.699494,39.43120023887062,0
393,916.00563544,-168.83606456,1125.0,muy heterogenea,complejos de rocas maficas,0,concavo,0,232.6882,1.02,285,10.683026,40.3431203490865,0
394,945.94333544,-165.42906456000003,1125.0,homogenea,complejos de rocas maficas,1,concavo,1,230.8689,1.02,286,10.967338,40.60851344966912,1
395,975.88643544,-162.06206456,1125.0,homogenea,complejos de rocas maficas,1,muy concavo,0,230.8391,1.02,288,11.20798,39.89445608341261,1
396,1005.88263544,-158.68876456,1125.0,homogenea,complejos de rocas maficas,2,convexo,1,230.8411,2.66,292,11.521436,47.948663289179926,1
397,1028.85123544,-155.78646456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,118.083,3.07,297,11.635316,49.23017637702349,1
398,1044.91993544,-155.19016456000003,1125.0,homogenea,complejos de rocas maficas,2,plano,0,85.475,3.07,302,11.173072,44.552529481597574,1
399,1065.87443544,-151.93346456,1125.0,homogenea,complejos de rocas maficas,2,plano,1,230.7426,3.07,309,11.357562,45.12965392626095,1
400,1095.88863544,-148.56796456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,230.8994,3.07,316,11.470492,41.4894912442505,1
401,1125.89013544,-145.19306456,1125.0,homogenea,complejos de rocas maficas,2,concavo,1,230.8686,3.07,318,11.618442,45.092633404751865,1
402,1155.88453544,-141.81976456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,230.8866,3.07,314,11.724046,45.76297213455282,1
403,1185.88513544,-138.44606456000002,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,230.8791,3.07,305,11.738537,45.553140015767895,1
404,1215.86423544,-135.07256456000002,1125.0,homogenea,complejos de rocas maficas,1,convexo,0,230.535,3.07,295,12.545528,53.69904126730149,1
405,1245.85673544,-131.52866456,1125.0,homogenea,complejos de rocas maficas,1,convexo,0,220.3039,3.07,284,14.37673,61.2909532994605,1
406,1276.07723544,-125.98836456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,101.8166,2.9979999999999993,275,17.41698,68.80969675824655,1
407,1457.50403544,-92.00306456,1125.0,poco heterogenea,porfido de tonalita,2,concavo,0,441.6789,0.67,271,29.742796,115.60855659494027,0
408,1426.91753544,-93.32626456000004,1125.0,poco heterogenea,brecha de anhidrita,2,concavo,1,495.838,0.67,269,27.99595,108.54224691213068,0
409,1455.49493544,-111.85976456000002,1125.0,poco heterogenea,brecha de anhidrita,2,concavo,0,418.5774,0.67,266,25.500026,99.3517278569602,0
410,1396.65093544,-94.59596456000004,1125.0,poco heterogenea,brecha de anhidrita,2,concavo,1,559.2209,1.9900000000000002,269,25.615528,100.30823539218005,1
411,1425.49493544,-114.53836456000002,1125.0,homogenea,brecha de anhidrita,2,concavo,0,417.912,0.67,265,22.97376,89.81049376671832,0
412,1455.48403544,-131.84596456000003,1125.0,poco heterogenea,brecha de anhidrita,1,concavo,0,418.1283,0.67,266,20.824202,81.50895260933363,0
413,1366.41723544,-94.68976456,1125.0,poco heterogenea,complejos de rocas maficas,2,plano,1,557.4125,3.07,270,26.730452,106.63392565649781,1
414,1395.50543544,-117.22296456,1125.0,homogenea,brecha de anhidrita,2,plano,0,418.2447,1.27,264,20.264242,81.79389007883118,1
415,1425.29973544,-134.94456456,1125.0,homogenea,brecha de anhidrita,2,concavo,1,371.8967,0.67,265,15.674058,60.27395831831525,0
416,1455.70403544,-151.91716456,1125.0,homogenea,brecha de anhidrita,1,concavo,0,411.8297,0.67,270,17.702734,68.36091130800916,0
417,1336.63703544,-94.48256456,1125.0,homogenea,complejos de rocas maficas,2,plano,1,550.7097,3.07,272,27.14646,107.64760642997558,1
418,1365.64753544,-119.40206456,1125.0,poco heterogenea,complejos de rocas maficas,2,plano,0,442.7534,1.8699999999999999,264,20.520124,81.5959244447913,1
419,1395.50543544,-137.22246456000002,1125.0,poco heterogenea,brecha de anhidrita,2,concavo,0,418.2447,0.577,265,17.6872,68.70279719252065,0
420,1425.44623544,-154.53286456,1125.0,poco heterogenea,brecha de anhidrita,1,concavo,0,416.3466,0.67,269,15.24763,56.12950589777356,0
421,1455.54173544,-171.91356456,1125.0,poco heterogenea,brecha de anhidrita,1,concavo,0,417.0054,0.67,275,17.209536,66.51403319798801,0
422,1306.06473544,-94.06496456000002,1125.0,homogenea,complejos de rocas maficas,1,concavo,1,526.795,3.07,274,25.1711,98.96766290063283,1
423,1335.50543544,-115.87946456000002,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,2.4699999999999998,266,20.350308,80.52573291518618,1
424,1365.50543544,-139.90106456,1125.0,heterogenea,brecha de anhidrita,2,concavo,0,418.2447,0.46849999999999997,264,16.774658,64.66104850178591,1
425,1395.50543544,-157.22206456,1125.0,poco heterogenea,brecha de anhidrita,1,concavo,0,418.2447,0.422,268,14.798608,56.33010488619689,0
426,1425.49493544,-174.53696456,1125.0,poco heterogenea,brecha de anhidrita,1,concavo,0,417.912,0.608,273,14.639607,56.945715095773046,0
427,1455.21063544,-191.65986456,1125.0,poco heterogenea,brecha de anhidrita,1,concavo,0,409.466,0.67,282,17.234518,67.38905193844472,0
428,1306.45763544,-116.19506456000002,1125.0,poco heterogenea,complejos de rocas maficas,2,concavo,1,321.0163,2.83,269,19.039814,74.24082873895125,1
429,1335.50543544,-133.20256456,1125.0,heterogenea,brechas igneas,2,concavo,0,347.5708,0.8620000000000001,264,16.902228,66.9193304437372,1
430,1305.50543544,-133.19476456,1125.0,heterogenea,complejos de rocas maficas,2,concavo,0,347.5708,1.2194999999999998,268,15.612353,60.389942541125684,1
431,1335.50543544,-150.52566456,1125.0,homogenea,brechas igneas,2,concavo,0,347.5708,0.37239999999999995,265,14.335839,55.504500267155144,0
432,1365.50543544,-159.90066456,1125.0,poco heterogenea,brechas igneas,2,concavo,0,418.2447,0.3817,266,13.592937,52.81144777423012,0
433,1395.50543544,-177.22166456000002,1125.0,homogenea,brecha de anhidrita,1,plano,0,418.2447,0.36,272,13.646062,54.35668020168681,0
434,1425.44253544,-194.47726456,1125.0,homogenea,brecha de anhidrita,1,concavo,0,416.1984,0.36,278,13.933346,53.29278705131819,0
435,1455.30583544,-211.77076456,1125.0,poco heterogenea,brecha de anhidrita,2,concavo,0,411.6698,0.36,288,17.64919,69.5249086474225,0
436,1276.43983544,-137.77586456,1125.0,poco heterogenea,complejos de rocas maficas,2,concavo,0,325.7885,0.8620000000000001,275,15.384091,57.69488876360971,0
437,1305.50543544,-150.51786456000002,1125.0,poco heterogenea,brecha de anhidrita,2,concavo,0,347.5708,0.6235,268,14.098868,52.93228778615265,0
438,1335.50543544,-167.84876456,1125.0,homogenea,brechas igneas,2,concavo,0,347.5708,0.4375,267,13.226876,48.43366191650019,0
439,1365.50543544,-179.90016456,1125.0,heterogenea,brechas igneas,1,plano,0,418.2447,0.3662,269,12.630471,50.74509605155494,0
440,1395.16953544,-196.95246456,1125.0,poco heterogenea,brechas igneas,1,plano,0,407.4319,0.36,275,12.003809,48.20484784177644,0
441,1425.12113544,-214.36696456,1125.0,poco heterogenea,brecha de anhidrita,1,plano,0,417.4628,0.36,281,14.071499,56.0988982195844,0
442,1455.32523544,-231.71626456,1125.0,homogenea,brecha de anhidrita,2,plano,0,413.0683,0.515,293,17.525384,69.48143094798242,0
443,1276.47793544,-154.09946456,1125.0,poco heterogenea,brecha de anhidrita,2,concavo,1,280.3284,0.67,276,13.420876,51.351723705752,0
444,1305.50543544,-167.84096456,1125.0,poco heterogenea,brecha de anhidrita,2,concavo,0,347.5708,0.6204,270,12.886694,50.56569597512169,0
445,1335.50543544,-185.17186456,1125.0,homogenea,brechas igneas,1,concavo,0,347.5708,0.67,269,12.741672,49.495039108238906,0
446,1365.50543544,-199.89976456,1125.0,homogenea,brechas igneas,1,convexo,0,418.2447,0.4065,273,11.994688,49.834133717457625,0
447,1395.10923544,-217.09656456,1125.0,homogenea,brechas igneas,1,plano,0,404.8439,0.36,279,12.931956,52.241429894564284,0
448,1425.33493544,-234.33276456,1125.0,poco heterogenea,brecha de anhidrita,2,concavo,0,408.1979,0.36,284,12.548332,48.632627175006746,0
449,1455.23753544,-251.69506456,1125.0,homogenea,brecha de anhidrita,1,plano,0,403.5551,0.5677000000000001,294,19.166148,75.92015795689986,0
450,1247.04883544,-148.74496456000003,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,412.3023,3.07,285,13.609422,57.47207284848305,1
451,1276.77073544,-169.71376456000002,1125.0,heterogenea,brecha de anhidrita,2,concavo,0,306.2888,0.766,277,12.423039,47.918651675377866,0
452,1305.55423544,-185.63406456,1125.0,poco heterogenea,brechas igneas,2,convexo,0,370.8823,0.67,272,12.393524,50.681211940426365,0
453,1335.55303544,-203.14116456,1125.0,homogenea,brechas igneas,1,concavo,1,380.2255,0.67,274,12.557444,49.70386381127853,0
454,1365.48483544,-219.88556456,1125.0,homogenea,brechas igneas,1,convexo,1,364.5058,0.577,278,11.97665,48.676265455331105,0
455,1395.50543544,-237.22026456,1125.0,poco heterogenea,brechas igneas,2,concavo,0,418.2447,0.36,283,13.298955,52.27161991360577,0
456,1425.30203544,-254.95046456,1125.0,homogenea,brecha de anhidrita,2,plano,1,371.5777,0.4065,288,14.279506,56.892226436789066,0
457,1455.22913544,-266.57676456,1125.0,poco heterogenea,brecha de anhidrita,1,concavo,0,140.8213,0.67,291,19.930706,77.68329752641505,0
458,1215.52483544,-148.75856456000002,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,289.114,3.07,296,12.251123,49.84475164975705,1
459,1245.45263544,-167.89286456000002,1125.0,poco heterogenea,complejos de rocas maficas,2,convexo,0,342.3805,3.07,288,12.839014,53.55494946354777,1
460,1275.45113544,-185.39986456000003,1125.0,heterogenea,brechas igneas,2,plano,0,333.0373,0.8140000000000001,280,12.457664,49.91567936676734,0
461,1305.44953544,-202.90676456,1125.0,poco heterogenea,brecha de anhidrita,1,plano,0,323.6942,0.9100000000000001,276,12.232873,49.04837042707488,0
462,1335.44793544,-220.41366456,1125.0,homogenea,brechas igneas,1,plano,0,314.351,0.934,278,7.7314435,31.133599640404746,0
463,1364.47663544,-239.11266456,1125.0,poco heterogenea,brechas igneas,1,plano,1,384.4105,0.515,283,13.150118,52.47431358264692,0
464,1394.85003544,-256.91906456000004,1125.0,homogenea,brecha de anhidrita,2,plano,0,396.738,0.36,287,13.128524,53.02284046608087,0
465,1425.12953544,-274.44746456,1125.0,poco heterogenea,brecha de anhidrita,1,plano,0,398.4451,0.3941,295,16.411445,65.61022986148372,0
466,1455.55903544,-291.91456456000003,1125.0,homogenea,porfido de tonalita,1,concavo,0,411.5049,0.6576,289,21.80018,84.01421023570995,0
467,1187.47263544,-153.17036456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,332.8679,3.07,306,11.725648,47.88325122934904,1
468,1217.16023544,-166.57576456,1125.0,homogenea,complejos de rocas maficas,2,convexo,1,379.2604,3.07,297,12.048356,51.04986739292568,1
469,1245.50543544,-185.14846456,1125.0,poco heterogenea,complejos de rocas maficas,2,convexo,0,347.5708,3.07,292,12.472759,52.71445169286545,1
470,1275.50543544,-202.47936456,1125.0,poco heterogenea,brecha de anhidrita,2,convexo,0,347.5708,3.07,282,12.31398,49.84736869923588,0
471,1305.46513544,-219.26126456,1125.0,poco heterogenea,brechas igneas,1,convexo,1,293.3854,3.07,278,12.582754,51.96383227382319,0
472,1335.50543544,-237.14116456,1125.0,homogenea,brechas igneas,1,convexo,0,347.5708,2.782,283,12.051392,48.987715582055934,0
473,1366.53523544,-260.68436456,1125.0,heterogenea,brecha de anhidrita,2,convexo,1,384.3819,0.453,290,13.181592,53.80280132010225,0
474,1395.53143544,-277.20596456,1125.0,poco heterogenea,brecha de anhidrita,2,convexo,0,399.9477,0.36,293,13.802575,56.147317507508134,0
475,1425.47453544,-294.58336456,1125.0,homogenea,porfido de tonalita,1,plano,0,394.6332,0.46849999999999997,300,16.542874,66.79109091644649,0
476,1155.62943544,-155.97246456000002,1125.0,homogenea,complejos de rocas maficas,2,muy concavo,0,314.6873,3.07,314,11.597455,40.851294239316715,1
477,1186.68723544,-169.35596456000002,1125.0,homogenea,complejos de rocas maficas,2,muy concavo,0,294.6298,3.07,307,11.678082,40.777716532947835,1
478,1215.52343544,-185.15106456,1125.0,homogenea,complejos de rocas maficas,3,convexo,0,347.0968,3.07,299,11.998484,52.63933854216653,1
479,1245.50543544,-202.47156456,1125.0,homogenea,complejos de rocas maficas,3,convexo,0,347.5708,3.07,291,12.282398,52.613800121660134,1
480,1275.50543544,-219.80246456,1125.0,poco heterogenea,complejos de rocas maficas,1,plano,0,347.5708,3.07,284,12.356248,49.85045574790056,0
481,1305.50543544,-237.13336456,1125.0,muy heterogenea,brecha de anhidrita,1,convexo,0,347.5708,3.07,283,12.541589,51.68960677591735,0
482,1335.50543544,-254.46426456,1125.0,heterogenea,porfido de tonalita,1,concavo,0,347.5708,0.7899999999999999,289,11.862323,46.92267282239726,0
483,1365.30713544,-279.84096456000003,1125.0,homogenea,porfido de tonalita,2,plano,0,400.4616,0.6359,297,13.357908,53.65357582868058,0
484,1395.42963544,-297.16626456,1125.0,homogenea,porfido de tonalita,1,plano,0,395.8106,0.36,305,14.000846,56.003875373621916,0
485,1425.79143544,-314.68676456000003,1125.0,homogenea,porfido de tonalita,1,plano,0,405.2155,0.6390000000000001,308,19.463798,77.82300366727206,0
486,1125.53843544,-157.76206456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,230.0665,3.07,318,11.751993,43.440929552814296,1
487,1156.69493544,-171.96676456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,319.6767,3.07,314,11.842458,43.7468656462069,1
488,1185.54143544,-185.15376456,1125.0,homogenea,complejos de rocas maficas,2,muy concavo,0,347.5708,3.07,307,11.676646,42.00223509770419,1
489,1215.52343544,-202.47426456,1125.0,homogenea,complejos de rocas maficas,3,convexo,0,347.0968,3.07,300,11.935604,50.930482410842025,1
490,1245.46513544,-219.24566456,1125.0,homogenea,complejos de rocas maficas,3,convexo,1,293.3854,3.07,293,12.094623,49.45359023772865,1
491,1275.50543544,-237.12566456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,347.5708,3.07,287,12.337627,51.22220426150835,0
492,1305.50543544,-254.45646456000003,1125.0,heterogenea,complejos de rocas maficas,1,convexo,0,347.5708,3.07,289,11.886205,48.268912104320044,0
493,1335.11773544,-271.64746456,1125.0,heterogenea,porfido de tonalita,1,concavo,0,337.0578,0.8620000000000001,294,12.681074,49.77655926534458,0
494,1365.34803544,-299.82666456000004,1125.0,homogenea,porfido de tonalita,2,plano,0,394.8588,0.5615000000000001,310,14.019758,56.38214308414678,0
495,1395.43683544,-317.33066456,1125.0,homogenea,porfido de tonalita,1,concavo,0,385.7444,0.36,319,16.127792,63.353754002921704,0
496,1425.82113544,-334.74746456,1125.0,homogenea,porfido de tonalita,2,plano,0,396.698,0.608,316,21.868306,87.20267531299548,0
497,1096.99703544,-165.86066456,1125.0,homogenea,complejos de rocas maficas,2,concavo,1,411.6741,3.07,318,11.392666,42.058643789536504,1
498,1126.85283544,-171.93796456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,307.0214,3.07,318,11.746046,43.81084531165739,1
499,1157.76203544,-187.66476456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,258.2532,3.07,313,11.666833,43.789582710763696,1
500,1185.54143544,-202.47686456,1125.0,homogenea,complejos de rocas maficas,3,convexo,0,347.5708,3.07,306,11.837965,49.274004954973705,1
501,1215.52343544,-219.79736456,1125.0,homogenea,complejos de rocas maficas,3,convexo,0,347.0968,3.07,301,11.915539,49.01539268319156,1
502,1245.50543544,-237.11786456,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,294,12.225517,49.1027000333898,1
503,1275.50543544,-254.44876456000003,1125.0,poco heterogenea,complejos de rocas maficas,2,convexo,0,347.5708,3.07,290,12.279129,50.525539114190906,0
504,1305.50543544,-271.77966456,1125.0,poco heterogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,294,11.852078,47.57485044720451,0
505,1335.25783544,-289.00646456000004,1125.0,poco heterogenea,porfido de tonalita,2,plano,0,340.806,1.198,299,12.99572,51.92266594452925,0
506,1127.68883544,-187.52166456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,264.0662,3.07,318,11.628081,45.33171817477783,1
507,1155.54143544,-202.46906456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,312,11.71252,42.30279572654452,1
508,1185.54143544,-219.79996456,1125.0,homogenea,complejos de rocas maficas,3,convexo,0,347.5708,3.07,305,11.893932,48.753633479979754,1
509,1215.54143544,-237.13086456,1125.0,homogenea,complejos de rocas maficas,3,plano,0,347.5708,3.07,301,12.231626,48.82083751092493,1
510,1245.54143544,-254.46176456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,347.5708,3.07,295,12.349014,50.8762570656778,1
511,1275.54143544,-271.79266456,1125.0,poco heterogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,294,11.901225,47.891693555698154,0
512,1305.54143544,-289.12356456000003,1125.0,poco heterogenea,porfido de tonalita,2,plano,0,347.5708,3.07,298,12.36417,49.39423952891465,0
513,1334.98193544,-306.10856456,1125.0,poco heterogenea,porfido de tonalita,2,plano,0,333.4549,1.342,305,12.975298,51.91983364855371,0
514,1365.40183544,-319.97546456000003,1125.0,homogenea,porfido de tonalita,1,convexo,0,367.126,0.4375,323,14.317188,58.17909148015337,0
515,1395.56503544,-337.37966456000004,1125.0,homogenea,porfido de tonalita,2,plano,0,392.4397,1.5819999999999999,329,18.739994,74.32013141320549,0
516,1067.45673544,-167.64916456000003,1125.0,homogenea,complejos de rocas maficas,2,concavo,1,332.0348,3.07,310,11.253051,41.06459758647344,1
517,1095.54143544,-185.13036456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,317,11.351449,43.1792417231872,1
518,1125.54143544,-202.46126456,1125.0,homogenea,complejos de rocas maficas,2,concavo,0,347.5708,3.07,317,11.584586,43.92487627557705,1
519,1155.54143544,-219.79216456,1125.0,homogenea,complejos de rocas maficas,3,plano,0,347.5708,3.07,311,11.743467,46.75472169436048,1
520,1185.54143544,-237.12306456,1125.0,homogenea,complejos de rocas maficas,3,convexo,0,347.5708,3.07,305,11.890384,48.9960854444793,1
521,1215.54143544,-254.45396456000003,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,299,12.568784,50.56162030027186,1
522,1245.54143544,-271.78486456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,347.5708,3.07,297,12.042667,48.70633830779193,0
523,1275.54143544,-289.11576456000006,1125.0,homogenea,complejos de rocas maficas,2,plano,0,347.5708,3.07,297,11.751577,47.22376039850179,0
524,1305.54143544,-306.44666456000004,1125.0,poco heterogenea,complejos de rocas maficas,3,plano,0,347.5708,3.07,302,12.772992,51.284443875932524,0
525,1335.38363544,-323.68806456000004,1125.0,homogenea,porfido de tonalita,3,plano,0,344.1482,0.8140000000000001,312,13.834687,55.39351757350549,0
526,1366.15173544,-340.52886456,1125.0,homogenea,porfido de tonalita,1,concavo,1,312.4905,0.46230000000000004,329,16.586411,65.59626824817536,0
527,1026.16223544,-171.98496456,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,114.6706,3.07,297,11.668978,47.838903015370164,1
528,1041.97033544,-170.96496456,1125.0,homogenea,complejos de rocas maficas,2,convexo,1,204.324,3.07,302,11.792072,49.57504372916328,1
529,1065.54143544,-185.12256456,1125.0,homogenea,complejos de rocas maficas,2,plano,1,347.5708,3.07,310,11.054671,43.83382390262342,1
530,1095.54143544,-202.45346456,1125.0,poco heterogenea,brecha de anhidrita,2,concavo,0,347.5708,3.07,316,11.345451,42.20698041847457,1
531,1125.54143544,-219.78436456000003,1125.0,poco heterogenea,complejos de rocas maficas,2,concavo,0,347.5708,2.8779999999999997,314,11.607873,42.77763973175839,1
532,1155.54143544,-237.11526456,1125.0,homogenea,complejos de rocas maficas,3,convexo,0,347.5708,2.758,308,11.827956,49.17125216683089,1
533,1184.59033544,-254.12556456,1125.0,homogenea,complejos de rocas maficas,3,concavo,1,321.0316,3.07,302,12.091977,47.7532223298242,1
534,1215.52343544,-271.76666456000004,1125.0,homogenea,complejos de rocas maficas,2,convexo,0,347.0968,3.07,297,12.116236,48.98764085650385,1
