fecha,ley_cut,ley_cola,ley_conc,tratamiento
2022-03-22,0.4880867688316737,0.0386488115929694,30.42527667433748,35175.00014072016
2022-03-23,0.4623500835943291,0.0387967627724434,27.816146386633704,28628.2887010338
2022-03-24,0.4885694053823203,0.0417898280328748,26.367918494170045,30850.559332924364
2022-03-25,0.5982108255800318,0.0486155472718066,23.571953349222223,27836.37564014276
2022-03-26,0.6886002399512186,0.0506708425407231,30.501643458935987,32745.306184965368
2022-03-27,0.7674919940005885,0.0525696750194613,26.743663408099906,37858.277398934646
2022-03-28,0.6661240339721295,0.0456849811239981,27.986772407911484,27253.18940090464
2022-03-29,0.711956844604693,0.0468917297105076,23.397214524367325,30942.34942916996
2022-03-30,0.7341568908792774,0.0483862956578529,29.65890472213019,33590.60447468943
2022-03-31,0.7462445099288638,0.052736699519202,29.936100269492243,32859.00364193974
2022-04-01,1.0651503239445257,0.0519639831645785,26.786030209394184,34734.754007012794
2022-04-02,0.888914918393274,0.054965115109912,27.25551235395053,34659.673883415955
2022-04-03,0.6055723561661298,0.0593408332997954,26.410794277877475,34433.84094583116
2022-04-04,0.5250114464022593,0.0508523985954166,31.12200108412216,35517.60375998169
2022-04-05,0.626353018245737,0.0493658769659738,30.353765402719286,35218.57211954646
2022-04-06,0.7725001495202407,0.0523106806198753,29.65735459386013,38636.07306184075
2022-04-07,0.7121748965612594,0.0486872961510021,29.78354408385308,40552.85413935677
2022-04-08,0.7120519523992866,0.0468914440567471,30.297578616306044,41311.36526230232
2022-04-09,0.5917833172054168,0.0430517659519377,30.007150272349943,33048.16540782405
2022-04-10,0.6618371399760602,0.0382314720129724,29.356150378602184,36002.495413414304
2022-04-11,0.6465772813937313,0.0389695929201743,29.8725082689589,37194.349125504974
2022-04-12,0.5395908436388522,0.0352021657002834,25.785043524453982,34477.64384079061
2022-04-13,0.0998261773026323,0.00711371604542,4.034474472663115,14355.698567014624
2022-04-14,0.8384698627331898,0.0546125529118563,30.03163594193261,36931.3226217861
2022-04-15,0.8366182776171286,0.0560822645844732,29.91719388615365,35008.031209139066
2022-04-16,0.8521133725659026,0.0480024239145257,28.92823696640187,36989.36228550505
2022-04-17,0.5619865357033099,0.0319809493885732,27.90971991673456,33958.72690995796
2022-04-18,0.5370828993733051,0.0261212609886291,28.92439760112603,34279.236132450416
2022-04-19,0.680080835058674,0.029497128516466,29.30928406031107,36737.2914511889
2022-04-20,0.226854812012596,0.0178213109381553,11.004572170695075,4418.105425828832
2022-04-21,0.1566179686071885,0.0171222382531535,0.0,13737.142065094144
2022-04-22,0.2882048395865706,0.025389225211349,24.9653364552392,33357.878412189704
2022-04-23,0.5533983916270965,0.0263411230817889,29.995042597993457,34243.607968042306
2022-04-24,0.4686617284040924,0.0286082030594262,29.98957152896457,37483.84458006113
2022-04-25,0.4960698988471219,0.0429814097388328,30.17447976490216,35905.67919271633
2022-04-26,0.4497576659457196,0.030690033841948,20.13597179807252,30666.494900001064
2022-04-27,0.5111102648236103,0.0357455432188631,27.65988527247519,35025.13540717631
2022-04-28,0.5871412791735937,0.0372512652798307,30.0,37695.02408799222
2022-04-29,0.7995933115901583,0.0323447843329392,30.05812891078227,36357.82279705914
2022-04-30,0.5870272750135945,0.0325597196939312,27.83046202572732,28363.1167254038
2022-05-01,0.5904935470289329,0.0350906696076117,28.78172071348764,36738.64907246344
2022-05-02,0.1817039224006147,0.0150210150007789,15.4015489631229,18961.38425138173
2022-05-03,0.0,0.0,0.0,7.15797254289007
2022-05-04,0.0,0.0,0.0,46.96780917628096
2022-05-05,0.0,0.0,0.0,2428.644341438841
2022-05-06,0.2079872787328258,0.0197827944607628,9.099817360772027,16186.517965687175
2022-05-07,0.4141534114481702,0.0307492209880102,29.87085687098646,20979.17113581739
2022-05-08,0.5833616384265344,0.0361857198239192,27.08049669694009,24272.34633583328
2022-05-09,0.5385211579914627,0.0320337825108584,29.417661747966275,25555.62227432849
2022-05-10,0.4065860855873031,0.0331951816954639,29.870566490499115,27697.48568288676
2022-05-11,0.450563920993093,0.0360446936130801,26.19746064373512,29038.14872285781
2022-05-12,0.5747089030152251,0.0468304936959477,29.725568213043022,28583.888848171016
2022-05-13,0.3962418428807601,0.0428646533468092,30.40974269522906,26216.79396658844
2022-05-14,0.3894907143133006,0.0441120809043183,29.120587006931856,27194.539753009245
2022-05-15,0.3654617391381394,0.0331252944414028,22.363781075677725,27802.79758429836
2022-05-16,0.4887500471998771,0.0352731402914513,17.887652645896097,29047.64856477055
2022-05-17,0.7612809119147362,0.0511349251242461,30.094981857214705,30199.565844603803
2022-05-18,0.9773191771580052,0.0551400427827145,30.626274990300143,30444.791490794945
2022-05-19,0.65186781350659,0.0503821805230306,30.993333010880463,30979.498627592493
2022-05-20,0.3378895900962042,0.0441018212844959,24.8819429832706,30653.75869649512
2022-05-21,0.4659388897301005,0.0435419064796809,27.71757378971061,30183.803556748124
2022-05-22,0.7321343539463312,0.0428466348598404,31.32869528594843,31043.68685094652
2022-05-23,0.9125218165702405,0.0462559668897642,30.67868225751623,32080.31980117084
2022-05-24,0.6644015102607007,0.0416648493846751,29.21091630407013,30378.79689115411
2022-05-25,0.6464452055434864,0.0409674814904872,29.82479559708978,31441.478429219624
2022-05-26,0.6190734358511562,0.0390402741679766,23.99475166475615,31797.021060974912
2022-05-27,0.6025245718530019,0.0419517335946488,30.7089590726117,31519.399246042045
2022-05-28,0.1823527359259202,0.0124733559627165,8.660355564889034,14955.90109577788
2022-05-29,0.5644808884964022,0.0416555310033169,28.82115384470736,32319.20954101387
2022-05-30,0.5398065318749284,0.0364989018219385,29.149783633894653,30365.939638137454
2022-05-31,0.6646290211421898,0.0413695318069307,31.873012149646403,31126.47285507251
2022-06-01,0.5478121643341031,0.0382475731044875,27.758569925098016,29610.575414506413
2022-06-02,0.6175401332329572,0.0421657081404444,30.57640397497332,30045.992147854267
2022-06-03,0.6391073609546704,0.041541531740028,30.326193546149625,31247.28273555465
2022-06-04,0.5657445376815726,0.0402119090355381,30.83050347667016,32902.20148873244
2022-06-05,0.5680669002173754,0.0379354860605608,31.604731049202908,31465.36654477813
2022-06-06,0.5092205955257794,0.0299492723646493,30.37657368649017,31822.75285860112
2022-06-07,0.4534143444287408,0.0299568865534231,21.526443305375704,24326.99912944674
2022-06-08,0.7150453454194192,0.0404119671154586,30.99705926633718,34004.88606174344
2022-06-09,0.5579791276412326,0.0428716068008594,31.28950317215953,32179.94849288864
2022-06-10,0.14706405294543,0.0133740184041304,10.544192324637924,15137.257300798214
2022-06-11,0.7226876819424422,0.0457574445096404,30.15562647741108,35282.391926336924
2022-06-12,0.6840281183215443,0.0517168099858811,29.06648224225839,31219.73241621014
2022-06-13,0.4813789597373115,0.033261545558745,19.9284758506878,22798.658608794394
2022-06-14,0.7336805176192277,0.0473292330777543,31.26465218267342,32770.424042363666
2022-06-15,0.8558026264742437,0.0522714706904036,31.795857935661346,32748.61447159781
2022-06-16,0.654208681875879,0.0417101136287798,31.604313552298137,31154.668190731387
2022-06-17,0.607394628999029,0.0686188230983372,30.326129769797955,29513.43386024174
2022-06-18,0.7184931803365635,0.0481046185057005,31.05724363767668,31970.30106430936
2022-06-19,0.6748534797457745,0.0492345878579808,30.25994494186976,31831.49795015385
2022-06-20,0.5702983558054201,0.0522164148654677,30.0959670260207,30340.799285612145
2022-06-21,0.4675197713037797,0.0345973674451756,29.91273539709914,30861.49370754385
2022-06-22,0.6080309540472645,0.0395903823842428,30.591644148769003,31166.14456349994
2022-06-23,0.6394630728858282,0.0286021994023257,31.732106204440857,33526.360031783086
2022-06-24,0.7365766882015651,0.0207341828298803,29.48106390403873,32541.674930012017
2022-06-25,0.7620919607146348,0.047345737166488,28.015937592822628,32192.850515980383
2022-06-26,0.4672098109139824,0.0440571894551689,30.092466419237528,30639.00979384473
2022-06-27,0.3906805501119097,0.0408192157370837,30.60443499642052,31425.567751469065
2022-06-28,0.5836176059650308,0.0517640032784883,27.219735648438505,32302.53351342028
2022-06-29,0.3704214226087729,0.0394413759339433,27.465891212240024,31484.71905065272
2022-06-30,0.4812206683115081,0.0376184982316837,29.618489594424123,29154.08668583552
2022-07-01,0.5885564552006514,0.0442458146820217,31.04493958088668,30140.708678748888
2022-07-02,0.6670382460807502,0.0441238425664619,29.89365271359632,31143.564771352947
2022-07-03,0.4630846958156168,0.0454644236634068,26.229588426116425,29872.771165010305
2022-07-04,0.4610087629042387,0.0394439943779804,26.85949255972572,31036.948333224114
2022-07-05,0.5343280043330244,0.0445342390155241,29.48747313505811,29883.815299401955
2022-07-06,,,,0.0
2022-07-07,,,,0.0
2022-07-08,0.2104087673611111,0.0149107855902777,11.518571416666669,11452.152153898962
2022-07-09,0.5448588541666667,0.0406024522569444,29.575719305555555,26728.79646
2022-07-10,0.7018912326388889,0.0525079651041666,28.020812319444445,30197.837034783333
2022-07-11,0.6203520833333332,0.0445513020833332,26.55085486805556,24540.48696586072
2022-07-12,0.5526897569444444,0.0394477213541666,26.87303645833333,23909.463508597168
2022-07-13,0.5915370659722222,0.0376722005208332,29.39062295833333,27461.80794540667
2022-07-14,0.4748607638888888,0.0262264539930555,22.333447888888887,23897.526699551665
2022-07-15,0.7215294270833333,0.0585848519444444,30.340985854166664,29841.751496666668
2022-07-16,0.6598067708333334,0.0379201388541666,29.100710125,29312.154223311667
2022-07-17,0.5900576388888888,0.041295876736111,30.451878993055555,32746.095685166667
2022-07-18,0.6597583333333333,0.0416362847222221,29.823997534722224,30538.64583233333
2022-07-19,0.64292421875,0.0337521918402777,31.22293726388889,31200.934725
2022-07-20,0.6690426215277778,0.0298924913194443,28.633900131944444,31052.618844666667
2022-07-21,0.57524296875,0.029449001736111,29.607464736111112,26152.582231666667
2022-07-22,0.5384388020833334,0.0314889105902777,29.491120229166665,25877.96170208333
2022-07-23,0.5257772569444444,0.0242704427083333,30.876856256944446,28520.35252117933
2022-07-24,0.5414577256944445,0.0320755859374999,30.53591611805556,30036.82706833333
2022-07-25,0.5779618923611111,0.0390879774305555,28.014922486111107,30888.929006533333
2022-07-26,0.7069302951388888,0.0449804253472221,30.22175770138889,31325.620863333334
2022-07-27,0.5558493923611111,0.0398247395833333,30.0,32909.42577833333
2022-07-28,1.2981560763888889,0.0691887147222221,30.15277777777777,32696.200305
2022-07-29,1.2784860243055556,0.0682377170138888,30.25,36092.502275
2022-07-30,0.9571205729166666,0.0524437717013888,30.54795999305556,35561.403463333336
2022-07-31,0.8317519097222222,0.0458676215277777,29.3845196875,34735.254922726665
2022-08-01,0.6359607638888889,0.0496473525694444,29.511465,33414.355085
2022-08-02,0.8117089409722222,0.0534897569444444,27.471508125,33166.33529166666
2022-08-03,0.7066037326388889,0.0532973307291666,19.948929291666666,30378.57408511233
2022-08-04,0.8349703125,0.0468988715277777,27.98838378472222,33101.357008666666
2022-08-05,0.9782019097222222,0.0422321397569444,29.79860827083333,28059.278863333333
2022-08-06,1.0417634548611112,0.0457498267013888,30.90417408333333,31978.12450126833
2022-08-07,1.0826005208333334,0.0430865451388888,30.571061805555555,32089.122394
2022-08-08,0.8879383680555555,0.0473660373263888,30.03790659027777,31742.448916045
2022-08-09,0.6,0.0385656249999999,29.16568336111111,31974.0405
2022-08-10,0.6,0.0413014539930555,30.363657354166666,30104.07014516667
2022-08-11,0.6800776909722223,0.0427329642708332,29.43307665277777,29517.09952263833
2022-08-12,0.7180848958333333,0.0375971137152777,29.088534791666664,32328.321636046665
2022-08-13,0.8046831597222223,0.0456248480902777,28.53059939583333,32368.31772483333
2022-08-14,0.8587264756944445,0.0438650824652777,29.86221073611111,33239.83855
2022-08-15,0.7937748263888889,0.0392824651041666,30.5,33090.99010333334
2022-08-16,0.7551535590277778,0.0375122395833332,30.5,31181.772005
2022-08-17,0.6349396701388889,0.0359117187499999,30.5,32151.05218
2022-08-18,0.1525682291666666,0.0077391710069444,6.205902777777777,10155.189973826626
2022-08-19,0.5261796875,0.0288706163194444,24.14583333333333,22622.701202922217
2022-08-20,0.6084251736111111,0.0396634982638888,30.04548611111112,24920.9515955
2022-08-21,0.5925678819444444,0.041520095486111,30.5,23138.35291646667
2022-08-22,0.5499563368055556,0.0385257378472221,30.5,22581.733626776
2022-08-23,0.5041028645833333,0.0380893878819444,30.30553834722222,25012.60241966667
2022-08-24,0.4857870659722221,0.0290377821180555,21.82827896527778,22323.305890766667
2022-08-25,0.4941190972222222,0.0274106770833332,25.75997846527778,28407.07042331667
2022-08-26,0.5220363715277777,0.0284511067708332,28.12748040972222,29395.84424633333
2022-08-27,0.6079212673611111,0.0312656901041666,29.47571147222222,28944.308097475
2022-08-28,0.5108719618055556,0.0305457031249999,28.94306225,29119.16102333333
2022-08-29,0.4521256076388888,0.0364660807291666,30.60732459722222,31756.719643193333
2022-08-30,0.4740721354166666,0.0323171006944444,30.21345017361111,33095.993515
2022-08-31,0.4391559895833333,0.0278325086805555,29.72356381944444,29606.47674196132
2022-09-01,0.3797894097222222,0.0253519097222221,29.68215221527777,33717.74097666667
2022-09-02,0.4391688368055555,0.0272988715277777,30.31434073611111,33657.59861666667
2022-09-03,0.4468146701388888,0.0279987630208333,23.966818756944445,32824.92218916667
2022-09-04,0.5092164855072463,0.0320865262681159,30.07853907246377,31843.42349
2022-09-05,0.5064338541666666,0.0309002170138888,29.57689053472222,27593.12380536333
2022-09-06,0.4337593749999999,0.030799978298611,30.564765513888887,31357.570883333334
2022-09-07,0.3945161458333333,0.0355319227430555,30.36389492361111,32960.37030994275
2022-09-08,0.3770448784722222,0.0360500434027777,27.46495938888889,25572.85954508333
2022-09-09,0.5252349826388889,0.0451117187499999,29.121761361111112,29810.75794433333
2022-09-10,0.4229348958333332,0.0413486328124999,30.509100659722225,28741.56675833333
2022-09-11,0.4243069444444444,0.0356004557291666,30.79202020138889,29623.727321166665
2022-09-12,0.3751131076388889,0.0324855468749999,25.295342694444443,23047.295639986667
2022-09-13,0.43989375,0.0327269748263888,29.93136845833333,31274.70437828333
2022-09-14,0.4586791666666666,0.0400338107638888,29.739410944444444,30109.948805
2022-09-15,0.4492396701388888,0.0408859592013888,28.97765334027778,29589.47158416667
2022-09-16,0.4261787326388888,0.039398611111111,24.474044034722223,29994.881045
2022-09-17,0.4410629340277778,0.0406667968749999,30.132116145833333,27470.624998666663
2022-09-18,0.4040133680555555,0.0410959852430555,30.49182095138889,22705.88208143333
2022-09-19,0.3730642361111111,0.0374457899305555,25.96751277083333,22649.57841623833
2022-09-20,0.3707967881944444,0.0309020182291666,26.382571081944445,25071.199580903165
2022-09-21,0.28808515625,0.0306284722222221,25.70225977777778,27641.960463491567
2022-09-22,0.4237501736111111,0.0405487413194444,29.90276861805556,34453.1542385
2022-09-23,0.3956638888888888,0.0379187065972221,28.98844913194445,25820.228880645
2022-09-24,0.3580838541666666,0.0345958116319444,23.427541326388887,23937.76783281667
2022-09-25,0.5231049479166666,0.041291189236111,29.50973565972222,31209.34109458333
2022-09-26,0.36546640625,0.0321034505208333,21.843665625,25139.8034917195
2022-09-27,0.4196046874999999,0.0387547743055555,29.389595756944445,31365.394571666668
2022-09-28,0.2616524305555555,0.0231636718749999,15.983514048611111,16912.333883122854
2022-09-29,0.0,0.0,0.0,0.0010300467826793
2022-09-30,0.0,0.0,0.0,0.0023151333876995
2022-10-01,0.0,0.0,0.0,0.0032909899847296
2022-10-02,0.0,0.0,0.0,0.0015276303576316
2022-10-03,0.0003472222222222,2.7777777777775e-05,0.0211805555555555,0.0554278095793333
2022-10-04,0.0,0.0,0.0,-0.4457996411481669
2022-10-05,0.1862679687499999,0.0209331163194444,13.100183125,16545.57174672817
2022-10-06,0.3714005208333333,0.0373016927083333,13.483921152777777,24261.510535066667
2022-10-07,0.3861519965277777,0.0315438802083332,29.07603523611111,20711.273577406835
2022-10-08,0.4648745659722222,0.0401258029513888,25.92643790972222,20970.468264066567
2022-10-09,0.537159375,0.0416146050347221,30.510920847222224,18983.185502366665
2022-10-10,0.6200815972222222,0.043765212673611,28.73009763888889,27192.01952
2022-10-11,0.5477127604166666,0.0442158203124999,30.08629526388889,29706.94553
2022-10-12,0.458825,0.0414602213541666,26.396232875,28989.9433135
2022-10-13,0.3678950520833333,0.0385467013888888,28.74142094444444,29230.463505495
2022-10-14,0.3775503472222222,0.0390450737847221,28.22105777083333,28694.105206333334
2022-10-15,0.3531467881944444,0.0387832465277777,28.89973531944444,28971.09111383333
2022-10-16,0.3060135416666666,0.0418833116319444,28.989561847222223,28936.603396666666
2022-10-17,0.4195745659722221,0.0378238281249999,27.646137625,29473.03963
2022-10-18,0.3736960542929293,0.039351863219246,29.262246231944445,27464.083983661665
2022-10-19,0.4344392361111111,0.0365760850694443,28.515525701388885,30385.07417424
2022-10-20,0.3826487847222222,0.0312058810763888,30.399182444444445,28642.46191142767
2022-10-21,0.3669921006944444,0.0275125868055555,29.53745593055556,30742.354337066667
2022-10-22,0.3847513888888889,0.0263613498263888,28.73946161805556,29392.475999
2022-10-23,0.4532019097222222,0.0277950737847221,30.500998194444445,29895.369386766663
2022-10-24,0.3627189236111111,0.0275093967013888,30.859297631944443,27611.307972166665
2022-10-25,0.3138740451388889,0.0302131727430555,30.972565166666666,32546.95605574833
2022-10-26,0.3100664930555555,0.031564236111111,30.54219120138889,33953.38973043334
2022-10-27,0.3633922743055555,0.0315526909722221,30.40956918055556,35239.67762833333
2022-10-28,0.3962764756944444,0.0311677734374999,30.524325354166663,34173.18159
2022-10-29,0.2609288194444444,0.0225467447916666,30.680959590277777,31371.74937
2022-10-30,0.3586448784722222,0.0299473090277777,31.067952833333333,29149.2383395
2022-10-31,0.3987616319444444,0.0331051215277777,31.15240050694445,30268.556785
2022-11-01,0.4007871527777777,0.0344218749999999,30.93946840972222,33351.07753
2022-11-02,0.375186111111111,0.0329162109374999,29.41315630555556,27760.276563281663
2022-11-03,0.3612724826388888,0.0349612847222221,31.237618645833333,32074.36897793
2022-11-04,0.3753607638888889,0.0333829427083332,31.368280256944445,29934.088325
2022-11-05,0.3968702256944443,0.0317731119791666,31.61768372222222,23929.05425133333
2022-11-06,0.3542569444444444,0.0299029730902777,31.01719153472222,26424.45083725
2022-11-07,0.3111708331646191,0.0278090061555202,22.21361164516873,28795.87713242372
2022-11-08,0.0667823790572583,0.0075239365855749,5.292340287897322,12063.326970514365
2022-11-09,0.3183355033087233,0.0381814671149994,26.385873373349508,28509.585855929057
2022-11-10,0.2491328134097986,0.0204592014093779,20.87840083440145,22882.50054484307
2022-11-11,0.5145124128709236,0.0289471355189258,29.548128010167016,28343.896283594768
2022-11-12,0.5178785593455865,0.0269460503671628,29.976683547761706,29745.722578938803
2022-11-13,0.5479410599503253,0.0258331163333624,29.404287735621136,27736.955666097005
2022-11-14,0.6010860236154661,0.0272964408569451,30.41326677269405,29382.420557657875
2022-11-15,0.5565217917578088,0.031428992962982,30.846845308939617,28246.92020751412
2022-11-16,0.5743771710329586,0.0312569662514659,30.837484530607856,27908.065049897414
2022-11-17,0.5604461835904254,0.0293713323940108,29.45268536541197,25729.14705470105
2022-11-18,0.585059982827968,0.0294874132015845,31.320334929890105,22236.8873384883
2022-11-19,0.6588533840866553,0.0332293620656451,30.313791632652283,25507.93321777781
2022-11-20,0.509019443165097,0.0339512804147994,30.48288612630632,26294.25551918742
2022-11-21,0.5599561657549607,0.0357771050042679,30.88415724436442,27940.1151763916
2022-11-22,0.4816112831855814,0.0335498046505057,30.079463974634805,27869.060062111417
2022-11-23,0.5519277784559461,0.0349171441177733,30.660496911737653,31663.17307510376
2022-11-24,0.5849872381115954,0.0325777995464805,30.764533550209467,29430.7809618632
2022-11-25,0.6170427086245682,0.0328540582546135,30.821579697397016,32529.780295817058
2022-11-26,0.734026389527652,0.0318194443528125,30.658477057351007,30009.49721266429
2022-11-27,0.5922633695519632,0.0301084202196862,27.100992928610907,28232.901316235464
2022-11-28,0.5187793392481076,0.0318070313039545,27.739097760783302,25367.89858448505
2022-11-29,0.529451214397947,0.0410245442077413,30.208316814899447,30150.623279412583
2022-11-30,0.5426924486334125,0.0462978300353925,30.6164983590444,29196.787334950764
2022-12-01,0.3838762207784587,0.039895095482158,30.65843452745014,30981.66314347585
2022-12-02,0.4350118058216241,0.0367258030688389,25.294546972380743,30404.01869544387
2022-12-03,0.5064190115572678,0.044648481100901,31.138591722647348,34368.63644326528
2022-12-04,0.4814619784553846,0.0465370875395212,30.729948173628912,34962.34567591349
2022-12-05,0.4935244783552157,0.0442071180687181,30.875968531767526,32706.38356370926
2022-12-06,0.3444812497124075,0.038236480010932,30.8871725903617,18670.77573049401
2022-12-07,0.3185519101615581,0.0377052299264403,29.183991136815816,27148.48907465174
2022-12-08,0.4217197911606894,0.0354101779948298,30.1664035571946,29532.52982076009
2022-12-09,0.4101309906691312,0.0369019312939295,30.07176760435104,31089.216741788387
2022-12-10,0.5240370698273181,0.0343968314209227,29.79235007100636,28942.375065439195
2022-12-11,0.5439755179608862,0.0326374134074688,30.6286079009374,31210.015858459472
2022-12-12,0.6138598949131039,0.0363754123552805,29.918764875994786,32567.8588854827
2022-12-13,0.498379078010718,0.0357586368633847,30.288596648640105,30187.92751328172
2022-12-14,0.5317202338793625,0.0372347435577668,30.05864316622416,30381.262418914088
2022-12-15,0.4010202271863818,0.0348189453219269,30.140247564845613,30327.634189860026
2022-12-16,0.6183036475131909,0.0368489367667481,29.834914537270866,32424.95472034303
